AN	GI	Species	Genome_length	ncbi_name	ncbi_taxid
NC_010303.1	166895601	Cycas taitungensis 	414903	Cycas taitungensis	54799
NC_011033.1	194033210	Oryza sativa Japonica Group 	490520	Oryza sativa Japonica Group	39947
NC_012116.1	224020948	Carica papaya 	476890	Carica papaya	3649
NC_012651.1	229328233	Megaceros aenigmaticus 	184908	Nothoceros aenigmaticus	13813
NC_014043.1	295311632	Citrullus lanatus 	379236	Citrullus lanatus	3654
NC_014050.1	295311672	Cucurbita pepo 	982833	Cucurbita pepo	3663
NC_015099.1	323435021	Beta vulgaris subsp. maritima 	364950	Beta vulgaris subsp. maritima	350892
NC_015141.1	323649872	Ricinus communis 	502773	Ricinus communis	3988
NC_015994.1	346683116	Beta macrocarpa 	385220	Beta macrocarpa	343494
NC_016120.1	353526463	Brassica carinata 	232241	Brassica carinata	52824
NC_016121.1	353526533	Anomodon rugelii 	104239	Anomodon rugelii	84230
NC_016122.1	353526580	Treubia lacunosa 	151983	Treubia lacunosa	93845
NC_016125.1	353526650	Brassica rapa subsp. campestris 	219747	Brassica rapa subsp. oleifera	145471
NC_016740.1	372450205	Phoenix dactylifera 	715001	Phoenix dactylifera	42345
NC_016741.1	377806968	Boea hygrometrica 	510519	Dorcoceras hygrometricum	472368
NC_016742.1	372450249	Millettia pinnata 	425718	Pongamia pinnata	56065
NC_016743.2	387866040	Lotus japonicus 	380861	Lotus japonicus	34305
NC_017755.1	385099735	Huperzia squarrosa 	413530	Phlegmariurus squarrosus	73615
NC_017840.1	387164694	Spirodela polyrhiza 	228493	Spirodela polyrhiza	29656
NC_018041.1	391348915	Mimulus guttatus 	525671	Erythranthe guttata	4155
NC_018554.1	404481676	Malus x domestica 	396947	Malus domestica	3750
NC_020455.1	476507670	Glycine max 	402558	Glycine max	3847
NC_021152.1	484759929	Liriodendron tulipifera 	553721	Liriodendron tulipifera	3415
NC_021399.1	511782593	Butomus umbellatus 	450826	Butomus umbellatus	50236
NC_021931.1	529249678	Anomodon attenuatus 	104252	Pseudanomodon attenuatus	2779804
NC_023103.1	568245145	Ajuga reptans 	352069	Ajuga reptans	38596
NC_023338.1	576303560	Vaccinium macrocarpon 	459678	Vaccinium macrocarpon	13750
NC_024290.1	651514883	Tetraphis pellucida 	107730	Tetraphis pellucida	37420
NC_024293.1	651729735	Rhazya stricta 	548608	Rhazya stricta	396313
NC_024429.1	661813519	Batis maritima 	403930	Batis maritima	4436
NC_024514.1	669017085	Ptychomnion cygnisetum 	104480	Ptychomnion cygnisetum	245469
NC_024515.1	669017125	Climacium americanum 	105048	Climacium americanum	94443
NC_024516.1	669017166	Hypnum imponens 	103830	Callicladium imponens	49762
NC_024517.1	669017207	Ulota hutchinsiae 	104608	Ulota hutchinsiae	279761
NC_024518.1	669017248	Buxbaumia aphylla 	100725	Buxbaumia aphylla	70128
NC_024519.1	669017288	Bartramia pomiformis 	106198	Bartramia pomiformis	52976
NC_024520.1	669017329	Atrichum angustatum 	115146	Atrichum angustatum	37310
NC_024521.1	669017370	Sphagnum palustre 	141276	Sphagnum palustre	13805
NC_024522.1	669017411	Orthotrichum stellatum 	104131	Orthotrichum stellatum	522327
NC_024523.1	669017452	Funaria hygrometrica 	109586	Funaria hygrometrica	29583
NC_025931.1	734703113	Codriophorus laevigatus	106809	Dilutineuron laevigatum	1079087
NC_026121.1	746948573	Orthotrichum speciosum 	104747	Lewinskya speciosa	70136
NC_026515.1	814071725	Hyoscyamus niger 	501401	Hyoscyamus niger	4079
NC_026540.1	788229053	Racomitrium ericoides 	106727	Niphotrichum ericoides	657341
NC_026784.1	806636851	Codriophorus aciculare	106818	Codriophorus aciculare	296905
NC_026890.1	813424996	Racomitrium elongatum 	106746	Niphotrichum elongatum	71396
NC_026891.1	813425098	Codriophorus varius 	106358	Frisvollia varia	1286318
NC_026901.1	813426483	Aneura pinguis 	165603	Aneura pinguis	39026
NC_026974.1	817526368	Bucklandiella orthotrichacea 	107215	Bucklandiella orthotrichacea	1079090
NC_026975.1	817526510	Racomitrium emersum 	107186	Racomitrium emersum	1079084
NC_027000.1	817530539	Geranium maderense	737091	Geranium maderense	28964
NC_027407.1	849123258	Gossypium harknessii 	666081	Gossypium harknessii	34285
NC_027515.1	885000942	Syntrichia filaris 	106343	Syntrichia filaris	1678074
NC_027974.1	937423892	Sanionia uncinata 	104497	Sanionia uncinata	140003
NC_027976.1	937408974	Ginkgo biloba 	346544	Ginkgo biloba	3311
NC_028040.1	937547625	Oxystegus tenuirostris 	105001	Chionoloma tenuirostre	301336
NC_028096.1	939575802	Populus tremula	783442	Populus tremula	113636
NC_028191.1	944543036	Tetraplodon fuegianus 	104741	Tetraplodon fuegianus	260168
NC_028254.1	947838264	Gossypium barbadense 	677434	Gossypium barbadense	3634
NC_028329.1	948299255	Populus tremula x Populus alba 	783513	Populus tremula x Populus alba	80863
NC_029039.1	971821784	Viscum album	565432	Viscum album	3972
NC_029130.1	985761555	Welwitschia mirabilis 	978846	Welwitschia mirabilis	3377
NC_029182.1	992329667	Brassica nigra 	232407	Brassica nigra	3710
NC_029317.1	1002167010	Salix suchowensis 	644437	Salix suchowensis	1278906
NC_029355.1	1002161459	Orthotrichum macrocephalum 	104624	Orthotrichum macrocephalum	279753
NC_029356.1	1002161500	Orthotrichum diaphanum 	104744	Orthotrichum diaphanum	522324
NC_029452.1	1002165137	Racomitrium lanuginosum 	106795	Racomitrium lanuginosum	140628
NC_029693.1	1011056159	Salix purpurea 	598970	Salix purpurea	77065
NC_029805.1	1016470551	Nicotiana sylvestris	430597	Nicotiana sylvestris	4096
NC_029816.1	1016471130	Oryza minuta	515022	Oryza minuta	63629
NC_029998.1	1024325351	Gossypium raimondii 	676078	Gossypium raimondii	29730
NC_030100.1	1028369727	Allium cepa 	316363	Allium cepa	4679
NC_030753.1	1052487892	Nelumbo nucifera 	524797	Nelumbo nucifera	4432
NC_030900.1	1068357845	Ophioglossum californicum 	372339	Ophioglossum californicum	1267209
NC_031212.1	1070113796	Brachythecium rivulare 	104460	Brachythecium rivulare	90277
NC_031323.1	1072314228	Hesperelaea palmeri	658522	Hesperelaea palmeri	126429
NC_031359.1	1079485733	Corchorus capsularis 	1999602	Corchorus capsularis	210143
NC_031360.1	1079485771	Corchorus olitorius 	1829341	Corchorus olitorius	93759
NC_031389.1	1079486902	Orthotrichum bicolor 	104736	Orthotrichum bicolor	1903710
NC_031390.1	1079486943	Orthotrichum callistomum 	104785	Orthotrichum callistomum	1903711
NC_031391.1	1079486984	Nyholmiella gymnostoma 	104638	Nyholmiella gymnostoma	478072
NC_031392.1	1079487025	Stoneobryum bunyaense 	104352	Stoneobryum bunyaense	1903712
NC_031393.1	1079487066	Ulota crispa 	104636	Ulota crispa	140636
NC_031696.1	1099220834	Cocos nucifera 	678653	Cocos nucifera	13894
NC_031767.1	1101669385	Nyholmiella obtusifolia 	104603	Nyholmiella obtusifolia	61564
NC_031806.1	1102547721	Castilleja paramensis 	495499	Castilleja paramensis	1857654
NC_031846.1	1102548779	Zygodon viridissimus 	103098	Zygodon viridissimus	146584
NC_031896.1	1102547431	Sinapis arvensis 	240024	Mutarda arvensis	2982281
NC_034354.1	1182635699	Diplostephium hartwegii	277718	Diplostephium hartwegii	1716017
NC_034907.1	1199893933	Stoneobryum mirum 	104345	Stoneobryum mirum	262980
NC_035073.1	1207372397	Gossypium arboreum 	687482	Gossypium arboreum	29729
NC_035074.1	1314948901	Gossypium thurberi 	644395	Gossypium thurberi	34273
NC_035075.1	1207372437	Gossypium davidsonii 	644311	Gossypium davidsonii	34287
NC_035076.1	1207372474	Gossypium trilobum 	644460	Gossypium trilobum	34281
NC_035317.1	1215846169	Stratiotes aloides  	349058	Stratiotes aloides	55494
NC_035345.1	1215847952	Zostera marina	191481	Zostera marina	29655
NC_035549.1	1236517134	Hibiscus cannabinus 	569915	Hibiscus cannabinus	229543
NC_035616.1	1236518757	Lagerstroemia indica 	333948	Lagerstroemia indica	141186
NC_035618.1	1236518794	Spinacia oleracea 	329613	Spinacia oleracea	3562
NC_035958.1	1252313291	Platycodon grandiflorus 	1249593	Platycodon grandiflorus	94286
NC_035963.1	1252313644	Solanum lycopersicum	446257	Solanum lycopersicum	4081
NC_035964.1	1252313684	Solanum pennellii	423596	Solanum pennellii	28526
NC_035977.1	1252314681	Calypogeia integristipula 	163057	Calypogeia integristipula	70143
NC_035978.1	1252314724	Calypogeia arguta 	159061	Asperifolia arguta	41852
NC_035979.1	1252314767	Calypogeia suecica 	161960	Calypogeia suecica	373805
NC_035980.1	1252314810	Calypogeia neogaea 	162175	Calypogeia fissa subsp. neogaea	1263430
NC_036467.1	1314948859	Nicotiana attenuata 	394341	Nicotiana attenuata	49451
NC_036945.1	1347725881	Mielichhoferia elongata 	100342	Mielichhoferia elongata	67235
NC_037041.1	1347731748	Tritomaria quinquedentata 	142510	Trilophozia quinquedentata	248352
NC_037070.1	1359834862	Arabis alpina 	323159	Arabis alpina	50452
NC_037463.1	1381390543	Citrus sinensis 	640906	Citrus sinensis	2711
NC_037468.1	1381390732	Nymphaea colorata 	617195	Nymphaea colorata	210225
NC_037476.1	1381391280	Anthoceros angustus 	242410	Anthoceros angustus	48387
NC_037949.1	1418584812	Codonopsis lanceolata 	403704	Codonopsis lanceolata	103999
NC_038052.1	1436049376	Bombax ceiba 	594390	Bombax ceiba	45325
NC_038053.1	1436049411	Senna tora 	566589	Senna tora	362788
NC_038221.1	1442330107	Senna occidentalis 	447106	Senna occidentalis	126820
NC_039531.1	1509835773	Nepenthes ventricosa x Nepenthes alata	520764	Nepenthes ventricosa x Nepenthes alata	1744888
NC_039738.1	1511244784	Leucaena trichandra 	722009	Leucaena trichandra	190760
NC_039746.1	1511245057	Pinus Taeda 	1191054	Pinus taeda	3352
NC_039751.1	1511245375	Leiosporoceros dussii 	212153	Leiosporoceros dussii	263836
NC_039757.1	1511245806	Chrysanthemum boreale 	211002	Chrysanthemum boreale	344871
NC_039775.1	1511246628	Polytrichum commune 	114831	Polytrichum commune	3213
NC_040010.1	1526695003	Eucalyptus grandis 	478813	Eucalyptus grandis	71139
NC_040132.1	1535790253	Gymnomitrion concinnatum 	162572	Gymnomitrion concinnatum	209793
NC_040989.1	1583107056	Eleusine indica 	520691	Eleusine indica	29674
NC_040998.1	1583107467	Acacia ligulata 	698138	Acacia ligulata	138025
NC_041093.1	1593549647	Chenopodium quinoa 	315003	Chenopodium quinoa	63459
NC_041177.1	1593553949	Morus notabilis 	362069	Morus notabilis	981085
NC_041494.1	1610622908	Cynanchum auriculatum chromosome 2 	426495	Cynanchum auriculatum	157409
NC_042143.1	1642517225	Boechera stricta 	271601	Boechera stricta	72658
NC_042378.1	1678639900	Lactuca serriola 	363328	Lactuca serriola	75943
NC_042406.1	1678641559	Lactuca saligna	368269	Lactuca saligna	75948
NC_042758.1	1693291155	Schisandra sphenanthera 	1101768	Schisandra sphenanthera	13674
NC_042873.1	1693298795	Dumortiera hirsuta 	178019	Dumortiera hirsuta	56917
NC_042883.1	1693299190	Capsella rubella 	287405	Capsella rubella	81985
NC_043887.1	1707501143	Fossombronia foveolata 	175222	Fossombronia foveolata	56918
NC_043888.1	1707501186	Metzgeria furcata 	171891	Metzgeria furcata	37399
NC_043889.1	1707501229	Haplomitrium hookeri 	174448	Haplomitrium hookeri	37406
NC_043897.1	1707501838	Sophora flavescens 	494369	Sophora flavescens	49840
NC_043906.1	1707502220	Riccia fluitans 	185621	Riccia fluitans	41844
NC_043907.1	1707502263	Ptilidium ciliare 	179562	Ptilidium ciliare	139839
NC_043908.1	1707502306	Porella platyphylla 	179081	Porella platyphylla	139833
NC_043909.1	1707502349	Solenostoma sphaerocarpum 	156050	Solenostoma sphaerocarpum	463580
NC_044153.1	1714605623	Physochlaina orientalis 	684857	Physochlaina orientalis	451527
NC_045035.1	1770689379	Spondias mombin 	674158	Spondias mombin	80338
NC_045036.1	1770689414	Spondias tuberosa 	779106	Spondias tuberosa	991123
NC_045038.1	1770689450	Tamarindus indica 	607282	Tamarindus indica	58860
NC_045039.1	1770689488	Libidibia coriaria 	601574	Libidibia coriaria	321550
NC_045040.1	1770689528	Haematoxylum brasiletto 	631094	Haematoxylum brasiletto	191923
NC_045078.1	1770691604	Ilex pubescens 	517520	Ilex pubescens	185543
NC_045135.1	1772633214	Phaseolus vulgaris 	395516	Phaseolus vulgaris	3885
NC_045136.1	1772633246	Manihot esculenta 	682840	Manihot esculenta	3983
NC_045228.1	1778128704	Eriobotrya japonica 	434980	Eriobotrya japonica	32224
NC_046014.1	1819289106	Epirixanthes elongata	365168	Epirixanthes elongata	1562316
NC_046466.1	1824668366	Ammopiptanthus nanus 	339352	Ammopiptanthus nanus	111851
NC_046754.1	1829766859	Salix paraflabellaris 	637893	Salix paraflabellaris	2714767
NC_046759.1	1829767084	Andreaea wangiana 	117857	Andreaea wangiana	2714766
NC_046778.1	1829768101	Pohlia nutans	99864	Pohlia nutans	140635
NC_047462.1	1834979412	Bartramia patens 	106827	Bartramia patens	2684902
NC_048499.1	1847692394	Trifolium pratense 	301823	Trifolium pratense	57577
NC_048500.1	1847692427	Trifolium meduseum 	348724	Trifolium meduseum	361940
NC_048501.1	1847692465	Trifolium grandiflorum 	347723	Trifolium grandiflorum	97024
NC_048502.1	1847692505	Trifolium aureum 	294911	Trifolium aureum	361561
NC_048974.1	1863125153	Mirabilis himalaica 	346363	Mirabilis himalaica	482968
NC_049003.1	1863126863	Anthoceros punctatus 	228048	Anthoceros punctatus	3234
NC_049004.1	1863126906	Anthoceros agrestis	228021	Anthoceros agrestis	41834
NC_049064.1	1863130878	Rotheca serrata 	482114	Rotheca serrata	1158923
NC_049134.1	1863134901	Magnolia biondii 	967100	Magnolia biondii	86725
NC_050067.1	1883998489	Luffa acutangula 	460333	Luffa acutangula	56866
NC_050308.1	1904805828	Chorisodontium aciphyllum 	105766	Chorisodontium aciphyllum	910423
NC_050334.1	1904806331	Solanum melongena	482343	Solanum melongena	4111
NC_050335.1	1904806381	Solanum aethiopicum	566695	Solanum aethiopicum	205524
NC_050850.1	1919577033	Sapindus mukorossi 	602121	Sapindus mukorossi	57655
NC_050960.1	1919574329	Fagus sylvatica	504715	Fagus sylvatica	28930
NC_051989.1	1942105860	Helianthus grosseserratus 	273543	Helianthus grosseserratus	73291
NC_051990.1	1942105899	Helianthus strumosus 	281056	Helianthus strumosus	382522
NC_052708.1	1980523932	Salix cardiophylla 	735173	Salix cardiophylla	688335
NC_052709.1	1980523961	Salix polaris 	562920	Salix polaris	395315
NC_052751.1	1980526277	Scapania ampliata 	143664	Scapania ampliata	1133302
NC_053368.1	1999117903	Anemone maxima 	1122546	Hepatica maxima	387291
NC_053538.1	2017992314	Wiesnerella denudata 	186911	Wiesnerella denudata	179049
NC_053625.1	2017998407	Malania oleifera 	527575	Malania oleifera	397392
NC_053642.1	2017999106	Asparagus officinalis	492062	Asparagus officinalis	4686
NC_053763.1	2018121645	Rhododendron simsii 	802707	Rhododendron simsii	118357
NC_053886.1	2018128462	Climacium dendroides	104860	Climacium dendroides	70131
NC_053919.1	2018130667	Glycyrrhiza uralensis 	463869	Glycyrrhiza uralensis	74613
NC_053920.1	2018130708	Aconitum kusnezoffii 	440720	Aconitum kusnezoffii	239685
NC_053921.1	2018130746	Euonymus alatus 	1045106	Euonymus alatus	4307
NC_053927.1	2018130991	Ageratum conyzoides 	219198	Ageratum conyzoides	68299
NC_054214.1	2026153157	Douinia plicata 	144205	Douinia plicata	209816
NC_054215.1	2026153206	Diplophyllum taxifolium 	144129	Diplophyllum taxifolium	248355
NC_054332.1	2026158806	Pyrus betulifolia 	469928	Pyrus betulifolia	436086
NC_054351.1	2026160396	Myurella julacea	104979	Myurella julacea	186697
NC_054354.1	2026160613	Aquilaria sinensis 	341829	Aquilaria sinensis	210372
NC_056281.1	2055412619	Bougainvillea spectabilis 	343746	Bougainvillea spectabilis	146096
NC_056358.1	2055416501	Aegiceras corniculatum 	425282	Aegiceras corniculatum	59970
NC_056359.1	2055416540	Bruguiera sexangula 	303026	Bruguiera sexangula	98584
NC_056360.1	2055416578	Bruguiera x rhynchopetala 	286503	Bruguiera x rhynchopetala	157701
NC_056367.1	2055416940	Chrysopogon zizanioides 	551622	Chrysopogon zizanioides	167337
NC_056836.1	2088235843	Tolypanthus maclurei 	256961	Tolypanthus maclurei	1026954
NC_056991.1	2088243646	Mirabilis jalapa 	267334	Mirabilis jalapa	3538
NC_057142.1	2088249745	Citrus unshiu 	521559	Citrus unshiu	55188
NC_057143.1	2088249781	Citrus maxima 	538434	Citrus maxima	37334
NC_057524.1	2091528366	Fragaria orientalis 	275143	Fragaria orientalis	101013
NC_057604.1	2091532641	Agrostemma githago 	262903	Agrostemma githago	39848
NC_057654.1	2091535528	Scyphiphora hydrophyllacea 	354155	Scyphiphora hydrophyllacea	86994
NC_058235.1	2120469546	Gleditsia sinensis 	594121	Gleditsia sinensis	66096
NC_058313.1	2120477988	Apium graveolens	371275	Apium graveolens	4045
NC_058584.1	2127860646	Helianthus occidentalis 	281175	Helianthus occidentalis	73303
NC_058585.1	2127860697	Helianthus tuberosus 	281287	Helianthus tuberosus	4233
NC_058643.1	2127863673	Arctium tomentosum 	312609	Arctium tomentosum	4218
NC_058644.1	2127863804	Arctium lappa 	312598	Arctium lappa	4217
NC_058697.1	2127869462	Cyperus esculentus 	1002696	Cyperus esculentus	1053340
NC_058733.1	2127872716	Salix brachista 	608983	Salix brachista	2182728
NC_058734.1	2127872750	Salix dunnii 	711422	Salix dunnii	1413687
NC_058846.1	2127882266	Saposhnikovia divaricata 	293897	Saposhnikovia divaricata	203717
NC_058888.1	2127885623	Macadamia integrifolia 	682814	Macadamia integrifolia	60698
NC_059791.1	2172613693	Pisum abyssinicum 	354692	[Pisum sativum] subsp. abyssinicum	198035
NC_059792.1	2172613725	Pisum fulvum	379922	Lathyrus fulvus	51020
NC_059793.1	2172613757	Saussurea costus 	320439	Dolomiaea costus	324593
NC_059794.1	2172613789	Coriandrum sativum chromosome 1	82926	Coriandrum sativum	4047
NC_059804.1	2172614294	Ormosia boluoensis 	248619	Ormosia boluoensis	2729512
NC_060346.1	2192912420	Osmanthus fragrans 	563202	Osmanthus fragrans	93977
NC_060361.1	2192913303	Nymphaea hybrid	335042	Nymphaea hybrid cultivar	637490
NC_060419.1	2192917158	Suaeda glauca 	474330	Suaeda glauca	397272
NC_060491.1	2192921299	Prunus salicina x Prunus armeniaca	484858	Prunus salicina x Prunus armeniaca	551137
NC_060546.1	2192924371	Planicladium nitidulum 	104716	Planicladium nitidulum	212397
NC_060635.1	2192928468	Bidens bipinnata 	198476	Bidens bipinnata	1527831
NC_060803.1	2192937296	Calystegia soldanella	279265	Calystegia soldanella	136204
NC_060804.1	2192937337	Cuscuta japonica	813731	Cuscuta japonica	81913
NC_060990.1	2199199801	Mangifera longipes 	728635	Mangifera longipes	2762383
NC_060995.1	2199200032	Aulacomnium turgidum 	103937	Aulacomnium turgidum	67248
NC_062587.1	2228962659	Fragaria nubicola 	299474	Fragaria nubicola	60188
NC_062589.1	2228962759	Fragaria nilgerrensis 	315211	Fragaria nilgerrensis	64941
NC_062590.1	2228962814	Fragaria moschata 	277672	Fragaria moschata	64940
NC_062591.1	2228962858	Fragaria iinumae 	328819	Fragaria iinumae	64939
NC_062592.1	2228962896	Fragaria viridis 	289289	Fragaria viridis	64942
NC_062670.1	2228968764	Bidens parviflora 	195825	Bidens parviflora	1527830
NC_062671.1	2228968878	Bidens tripartita 	216786	Bidens tripartita	51276
NC_062672.1	2228968951	Bidens biternata 	198476	Bidens biternata	468846
NC_062673.1	2228969037	Bidens pilosa 	183061	Bidens pilosa	42337
NC_062832.1	2231643345	Fragaria tibetica 	283001	Fragaria tibetica	538578
NC_062833.1	2231643376	Fragaria iturupensis 	351183	Fragaria iturupensis	538579
NC_062834.1	2231643407	Fragaria gracilis 	283031	Fragaria gracilis	101011
NC_063145.1	2235263375	Hernandia nymphaeifolia 	535805	Hernandia nymphaeifolia	121082
NC_063515.1	2248499440	Stylosanthes capitata 	456448	Stylosanthes capitata	79070
NC_063516.1	2248499473	Stylosanthes pilosa 	433649	Stylosanthes pilosa	79077
NC_063517.1	2248499509	Stylosanthes macrocephala 	350377	Stylosanthes macrocephala	79075
NC_063518.1	2248499539	Stylosanthes seabrana 	523870	Stylosanthes seabrana	85320
NC_063925.1	2248518775	Nowellia curvifolia	148199	Nowellia curvifolia	280839
NC_064134.1	2252657435	Artemisia giraldii 	194298	Artemisia giraldii	669123
NC_064333.1	2258688133	Triosteum pinnatifidum 	803609	Triosteum pinnatifidum	134526
NC_064688.1	2273784543	Salix wilsonii 	711456	Salix wilsonii	1413702
NC_065018.1	2281534377	Lithocarpus litseifolius 	573177	Lithocarpus litseifolius	425828
NC_065024.1	2281534620	Astragalus complanatus 	416511	Phyllolobium chinense	47064
NC_065025.1	2281534653	Scutellaria barbata 	372525	Scutellaria barbata	396367
NC_065026.1	2281534688	Scutellaria franchetiana 	354302	Scutellaria franchetiana	2023964
NC_065039.1	2281535401	Diospyros oleifera 	493958	Diospyros oleifera	227308
NC_065061.1	2281536856	Toona sinensis 	638482	Toona sinensis	443222
NC_065066.1	2281537185	Prunus schneideriana 	434334	Prunus schneideriana	497077
NC_065218.1	2281547316	Pyrus x bretschneideri 	458897	Pyrus x bretschneideri	225117
NC_065219.1	2281547355	Fragaria x ananassa 	285543	Fragaria x ananassa	3747
NC_065220.1	2281547391	Photinia serratifolia 	473561	Photinia serratifolia	140999
NC_065221.1	2281547435	Geum urbanum 	335549	Geum urbanum	57919
NC_065222.1	2281547467	Fragaria mandshurica 	313022	Fragaria mandshurica	538574
NC_065223.1	2281547498	Fragaria pentaphylla 	290970	Fragaria pentaphylla	101014
NC_065226.1	2281547621	Malus sylvestris 	396940	Malus sylvestris	3752
NC_065227.1	2281547665	Pyrus ussuriensis x Pyrus communis	441853	Pyrus ussuriensis x Pyrus communis	2448454
NC_065228.1	2281547710	Prunus armeniaca 	510346	Prunus armeniaca	36596
NC_065230.1	2281547798	Prunus kanzakura 	422215	Prunus kanzakura	1813533
NC_065231.1	2281547841	Prunus mira 	429732	Prunus mira	151332
NC_065233.1	2281547928	Prunus salicina 	508005	Prunus salicina	88123
NC_065234.1	2281547979	Prunus sibirica 	510187	Prunus sibirica	151440
NC_065235.1	2281548022	Prunus yedoensis 	456900	Prunus yedoensis	3759
NC_065237.1	2281548105	Rosa rugosa 	302947	Rosa rugosa	74645
NC_065260.1	2281549628	Ophioglossum vulgatum 	369673	Ophioglossum vulgatum	49227
NC_065806.1	2289435168	Vitex trifolia 	274779	Vitex trifolia	204215
NC_066407.1	2307920017	Saussurea inversa 	335372	Saussurea inversa	2739505
NC_066410.1	2307920222	Helianthus neglectus 	300933	Helianthus neglectus	73300
NC_066894.1	2314981225	Theobroma cacao	543794	Theobroma cacao	3641
NC_066895.1	2314981268	Theobroma grandiflorum	501598	Theobroma grandiflorum	108881
NC_067574.1	2328347878	Panax quinquefolius 	573154	Panax quinquefolius	44588
NC_067638.1	2328351819	Pereskia aculeata 	515187	Pereskia aculeata	3597
NC_067879.1	2328366577	Taraxacum mongolicum 	304467	Taraxacum mongolicum	90037
NC_067943.1	2328367987	Rhododendron x pulchrum 	816410	Rhododendron x pulchrum	419384
NC_068098.1	2328378910	Paphiopedilum micranthum chromosome 1 	32281	Paphiopedilum micranthum	53103
NC_068215.1	2328386729	Rhynchospora breviuscula 	2222920	Rhynchospora breviuscula	2022672
NC_068216.1	2328386760	Rhynchospora pubera 	2064773	Rhynchospora pubera	906938
NC_068217.1	2328386790	Rhynchospora tenuis 	1678054	Rhynchospora tenuis	198213
NC_068626.1	2386956383	Carex breviculmis 	1414795	Carex breviculmis	291501
NC_068714.1	2386960691	Ipomoea batatas 	257880	Ipomoea batatas	4120
NC_068745.1	2386961922	Ziziphus mauritiana 	324124	Ziziphus mauritiana	157914
NC_068760.1	2386962901	Salix koriyanagi 	647460	Salix koriyanagi	2511006
NC_068761.1	2386962935	Salix integra 	606136	Salix integra	75711
NC_068803.1	2386597568	Zostera japonica 	221614	Zostera japonica	187286
NC_068804.1	2386597598	Phyllospadix iwatensis 	178929	Phyllospadix iwatensis	214525
NC_068856.1	2386969111	Andreaea regularis 	118833	Andreaea regularis	2994948
NC_068896.1	2386597625	Pisum sativum subsp. Elatius	363799	Lathyrus oleraceus subsp. biflorus	47742
NC_069222.1	2424878869	Kandelia obovata 	312146	Kandelia obovata	413952
NC_069572.1	2429800769	Sedum plumbizincicola	212159	Sedum plumbizincicola	1532924
NC_069573.1	2429800801	Platostoma chinense 	494599	Platostoma chinense	587666
NC_069586.1	2429801369	Salix triandra 	735196	Salix triandra	77069
NC_069587.1	2429801403	Luzula sylvatica 	633356	Luzula sylvatica	59018
NC_069588.1	2429801439	Juncus effusus 	519026	Juncus effusus	13579
NC_069589.1	2429801476	Jasminum sambac 	508930	Jasminum sambac	660624
NC_069590.1	2429801516	Cichorium intybus 	306009	Cichorium intybus	13427
NC_069591.1	2429801548	Taxus chinensis 	469769	Taxus chinensis	29808
NC_069806.1	2431497069	Psychotria serpens 	916319	Psychotria serpens	77896
NC_070189.1	2431520274	Paeonia lactiflora 	181688	Paeonia lactiflora	35924
NC_070303.1	2431526891	Rhodiola crenulata 	194106	Rhodiola crenulata	242839
NC_071216.1	2440029899	Abies koreana 	1174803	Abies koreana	97170
NC_071219.1	2440032341	Pulsatilla dahurica 	824625	Pulsatilla dahurica	748719
NC_071229.1	2440032925	Punica granatum 	404807	Punica granatum	22663
NC_071383.1	2449534694	Melastoma candidum 	391595	Melastoma candidum	119954
NC_071384.1	2449534742	Melastoma sanguineum 	395542	Melastoma sanguineum	122218
NC_071385.1	2449534788	Melastoma dodecandrum 	412026	Melastoma dodecandrum	130512
NC_071911.1	2452631822	Oxytropis splendens 	361579	Oxytropis splendens	90235
NC_071912.1	2452631855	Oxytropis arctobia 	343007	Oxytropis arctobia	747378
NC_071968.1	2452634239	Rhodomyrtus tomentosa	400547	Rhodomyrtus tomentosa	98583
NC_071971.1	2452634360	Huperzia crispata 	412594	Huperzia crispata	380486
NC_071974.1	2452634497	Calypogeia neesiana	163324	Calypogeia neesiana	588642
NC_072122.1	2459368706	Rhodiola tangutica 	257378	Rhodiola tangutica	1442784
NC_072135.1	2459369467	Trigonella foenum-graecum 	345604	Trigonella foenum-graecum	78534
NC_072295.1	2459376297	Actinidia latifolia 	825163	Actinidia latifolia	165711
NC_072536.1	2468674263	Paropyrum anemonoides 	206722	Paropyrum anemonoides	432641
NC_072550.1	2468675059	Cuminum cyminum 	246721	Cuminum cyminum	52462
NC_072666.1	2468687289	Microstegium vimineum	478010	Microstegium vimineum	91518
NC_072709.1	2468689797	Elymus magellanicus 	583450	Elymus magellanicus	2892461
NC_072730.1	2468691551	Artemisia argyi 	229534	Artemisia argyi	259893
NC_072932.1	2473930629	Pedicularis kansuensis 	273598	Pedicularis kansuensis	321409
NC_072933.1	2473930667	Echinosophora koreensis 	519841	Echinosophora koreensis	228658
NC_072955.1	2473931948	Pedicularis chinensis 	225612	Pedicularis chinensis	399715
NC_072961.1	2473932205	Avena longiglumis 	548445	Avena longiglumis	4500
NC_072973.1	2473932781	Helianthus argophyllus 	300843	Helianthus argophyllus	73275
NC_072975.1	2473932891	Plantago ovata	405416	Plantago ovata	185002
NC_073008.1	2473934039	Zantedeschia aethiopica 	675575	Zantedeschia aethiopica	69721
NC_073150.1	2476391986	Rhododendron decorum 	901529	Rhododendron decorum	344754
NC_073151.1	2476392022	Chrysanthemum x morifolium 	210932	Chrysanthemum x morifolium	41568
OK037503.1	2118736905	Saccharum officinarum chromosome 1 	144729	Saccharum officinarum	4547
