AN	GI	Species	Genome_length	ncbi_name	ncbi_taxid
NC_007936.1	91176202	Cricetulus griseus 	16284	Cricetulus griseus	10029
NC_007976.1	94490710	Coreana raphaelis 	15314	Coreana raphaelis	334015
NC_007978.1	94490651	Synthliboramphus antiquus 	16730	Synthliboramphus antiquus	28708
NC_007979.1	94490679	Phaethon rubricauda 	17777	Phaethon rubricauda	57073
NC_007980.1	94490665	Nautilus macromphalus 	16258	Nautilus macromphalus	34576
NC_008046.1	99878577	Thaumamermis cosgrovei 	20013	Thaumamermis cosgrovei	382538
NC_008047.1	99878740	Strelkovimermis spiculatus 	18030	Diximermis spiculatus	3313489
NC_008064.1	107736027	Microtus levis 	16283	Microtus rossiaemeridionalis	537919
NC_008065.1	107736788	Xenagama taylori 	16220	Xenagama taylori	330728
NC_008069.1	107736827	Branchiostoma japonicum 	15075	Branchiostoma japonicum	373177
NC_008073.1	107736209	Briareum asbestinum	18632	Briareum asbestinum	86543
NC_008076.1	107991073	Hynobius amjiensis 	16401	Hynobius amjiensis	244216
NC_008077.1	107991031	Batrachuperus londongensis 	16379	Batrachuperus londongensis	156987
NC_008078.1	107991059	Liua shihi 	16376	Liua shihi	156992
NC_008079.1	107991017	Hynobius leechii 	16428	Hynobius leechii	113391
NC_008080.1	107991129	Pachyhynobius shangchengensis 	16394	Pachyhynobius shangchengensis	288317
NC_008081.1	107991087	Liua tsinpaensis 	16380	Liua tsinpaensis	245147
NC_008082.1	107991115	Salamandrella keyserlingii 	16338	Salamandrella keyserlingii	288315
NC_008083.1	107991045	Batrachuperus pinchonii 	16390	Batrachuperus pinchonii	156988
NC_008084.1	107991101	Hynobius formosanus 	16394	Hynobius formosanus	284022
NC_008085.1	108470166	Batrachuperus tibetanus 	16379	Batrachuperus tibetanus	156989
NC_008088.1	108561799	Hynobius chinensis 	16408	Hynobius chinensis	288313
NC_008089.1	108561537	Onychodactylus fischeri 	16456	Onychodactylus fischeri	113382
NC_008090.1	108937491	Batrachuperus mustersi 	16383	Afghanodon mustersi	3372742
NC_008091.1	108564757	Batrachuperus gorganensis 	16374	Paradactylodon persicus	324348
NC_008093.1	108561416	Canis latrans 	16724	Canis latrans	9614
NC_008098.1	108755543	Lophiotoma cerithiformis	15380	Iotyrris cerithiformis	3246529
NC_008132.1	108793406	Nipponia nippon 	16732	Nipponia nippon	128390
NC_008133.1	108793308	Phascolarctos cinereus 	16357	Phascolarctos cinereus	38626
NC_008134.1	108793294	Dactylopsila trivirgata 	16058	Dactylopsila trivirgata	38616
NC_008135.1	108793266	Petaurus breviceps 	16103	Petaurus breviceps	34899
NC_008136.1	108793336	Lagorchestes hirsutus 	16889	Lagorchestes hirsutus	65632
NC_008137.1	108793518	Phalanger vestitus 	15318	Phalanger vestitus	175809
NC_008141.1	108793378	Adoxophyes honmai 	15680	Adoxophyes honmai	85585
NC_008142.1	108802828	Crocodylus niloticus 	16830	Crocodylus niloticus	8501
NC_008143.1	108802842	Crocodylus porosus 	16916	Crocodylus porosus	8502
NC_008144.1	108793322	Pelobates cultripes 	17384	Pelobates cultripes	61616
NC_008145.1	108793280	Distoechurus pennatus 	16775	Distoechurus pennatus	38614
NC_008151.3	1252414032	Trichoplax adhaerens	43079	Trichoplax adhaerens	10228
NC_008157.1	109156443	Pseudopterogorgia bipinnata	18733	Antillogorgia bipinnata	1499518
NC_008192.1	109289922	Flustrellidra hispida 	13026	Flustrellidra hispida	97271
NC_008215.1	109689595	Semnopithecus entellus 	16532	Semnopithecus entellus	88029
NC_008216.1	109689539	Nasalis larvatus 	16570	Nasalis larvatus	43780
NC_008217.1	109689581	Presbytis melalophos 	16543	Presbytis melalophos	78451
NC_008218.1	109689567	Rhinopithecus roxellana 	16549	Rhinopithecus roxellana	61622
NC_008219.1	109689609	Piliocolobus badius 	16595	Piliocolobus badius	164648
NC_008220.1	109689553	Pygathrix nemaeus 	15467	Pygathrix nemaeus	54133
NC_008221.1	109689623	Anoplophora glabripennis	15774	Anoplophora glabripennis	217634
NC_008231.1	110082712	Agamermis sp.	16561	Agamermis sp. BH-2006	390897
NC_008233.1	110082684	Campodea fragilis 	14965	Campodea fragilis	383857
NC_008234.1	110082698	Campodea lubbocki 	14974	Campodea lubbockii	383858
NC_008328.1	114052884	Lacerta viridis viridis 	17156	Lacerta viridis viridis	340657
NC_008413.1	115494873	Halocaridina rubra 	16065	Halocaridina rubra	373956
NC_008446.1	115531579	Aurelia aurita	16937	Aurelia aurita	6145
NC_008447.1	115532026	Lagostrophus fasciatus 	16866	Lagostrophus fasciatus	65634
NC_008450.1	115531609	Neofelis nebulosa 	16844	Neofelis nebulosa	61452
NC_008491.1	116235401	Muntiacus reevesi micrurus 	16353	Muntiacus reevesi micrurus	256803
NC_008546.1	116734723	Dryocopus pileatus 	16832	Dryocopus pileatus	51359
NC_008547.1	116734765	Falco sparverius 	17507	Falco sparverius	56350
NC_008548.1	116734751	Micrastur gilvicollis 	17344	Micrastur gilvicollis	56335
NC_008549.1	116734800	Pteroglossus azara flavirostris 	18736	Pteroglossus azara flavirostris	390975
NC_008550.1	116734737	Pandion haliaetus 	17864	Pandion haliaetus	56262
NC_008551.1	116734786	Ardea novaehollandiae 	17511	Egretta novaehollandiae	390973
NC_008556.1	116875668	Xenoturbella bocki 	15234	Xenoturbella bocki	242395
NC_008557.1	117413384	Priapulus caudatus 	14919	Priapulus caudatus	37621
NC_008640.1	119360176	Romanomermis culicivorax 	26194	Romanomermis culicivorax	13658
NC_008692.1	119637792	Romanomermis nielseni 	15546	Romanomermis nielseni	416167
NC_008693.1	119655302	Romanomermis iyengari 	18919	Romanomermis iyengari	416168
NC_008748.1	120586710	Bactrocera dorsalis 	15915	Bactrocera dorsalis	27457
NC_008753.1	120944002	Ursus thibetanus mupinensis 	16868	Ursus thibetanus mupinensis	262110
NC_008754.1	120944038	Simosyrphus grandicornis 	16141	Simosyrphus grandicornis	290412
NC_008755.1	120944055	Trichophthalma punctata 	16396	Trichophthalma punctata	395991
NC_008756.1	120944077	Cydistomyia duplonotata 	16247	Cydistomyia duplonotata	395993
NC_008776.1	121622372	Heloderma suspectum 	16846	Heloderma suspectum	8554
NC_008777.1	121622405	Furcifer oustaleti 	18021	Furcifer oustaleti	179927
NC_008795.1	122891700	Crocodylus siamensis 	16836	Crocodylus siamensis	68455
NC_008797.1	122891686	Conus textile	15562	Conus textile	6494
NC_008828.1	124286769	Hexamermis agrotis 	24606	Hexamermis agrotis	387665
NC_008830.1	124358976	Phacochoerus africanus 	16719	Phacochoerus africanus	41426
NC_008833.4	1270027400	Placozoan sp.	37194	Placozoan sp. BZ49	401704
NC_008974.1	47777266	Tetraclita japonica 	15194	Tetraclita japonica	240496
NC_009056.1	126215501	Anomalurus sp.	16923	Anomalurus sp. GP-2005	359030
NC_009082.1	126506277	Epiperipatus biolleyi 	14411	Epiperipatus biolleyi	172520
NC_009093.1	129566153	Galendromus occidentalis	24961	Galendromus occidentalis	34638
NC_009134.1	134034920	Melopsittacus undulatus 	18193	Melopsittacus undulatus	13146
NC_009260.1	134303105	Macrochelys temminckii 	16569	Macrochelys temminckii	571338
NC_009264.1	134303119	Rana plancyi 	17822	Pelophylax plancyi	109178
NC_009330.1	138892597	Mauremys mutica 	16609	Mauremys mutica	74926
NC_009331.1	138892884	Ursus thibetanus formosanus 	17044	Ursus thibetanus formosanus	411875
NC_009335.1	139935970	Hynobius arisanensis 	16401	Hynobius arisanensis	391643
NC_009421.1	145976927	Chlamydosaurus kingii 	16761	Chlamydosaurus kingii	103699
NC_009423.1	146149052	Amolops tormotus 	17962	Odorrana tormota	448114
NC_009492.1	148298631	Ailuropoda melanoleuca 	16805	Ailuropoda melanoleuca	9646
NC_009498.1	148368751	Reticulitermes flavipes 	16565	Reticulitermes flavipes	36989
NC_009499.1	148368807	Reticulitermes santonensis 	16567	Reticulitermes santonensis	127387
NC_009500.1	148368765	Reticulitermes virginicus 	16513	Reticulitermes virginicus	57123
NC_009501.1	148368779	Reticulitermes hageni 	16590	Reticulitermes hageni	93199
NC_009626.1	150375635	Penaeus vannamei 	15990	Penaeus vannamei	6689
NC_009628.2	157011955	Camelus bactrianus 	16659	Camelus bactrianus	9837
NC_009629.2	157011972	Camelus ferus 	16680	Camelus ferus	419612
NC_009679.1	153125267	Fenneropenaeus chinensis 	16004	Penaeus chinensis	139456
NC_009683.1	153124540	Calotes versicolor 	16670	Calotes versicolor	48253
NC_009684.1	154125702	Anas platyrhynchos 	16604	Anas platyrhynchos	8839
NC_009689.1	153124857	Vampyroteuthis infernalis 	15617	Vampyroteuthis infernalis	55288
NC_009690.1	153123921	Sepia esculenta 	16199	Acanthosepion esculentum	31210
NC_009728.1	154760696	Osteolaemus tetraspis 	16814	Osteolaemus tetraspis	184242
NC_009733.1	154800398	Lucilia sericata 	15945	Lucilia sericata	13632
NC_009734.1	154816131	Dosidicus gigas 	20324	Dosidicus gigas	346249
NC_009736.1	154937308	Egretta eulophotes 	17579	Egretta eulophotes	458089
NC_009738.1	155969660	Mesobuthus martensii	15034	Olivierus martensii	34649
NC_009747.1	156471191	Chlorocebus pygerythrus 	16343	Chlorocebus pygerythrus	60710
NC_009748.1	156471205	Chlorocebus tantalus 	16368	Chlorocebus tantalus	60712
NC_009768.1	156878356	Agkistrodon piscivorus 	17213	Agkistrodon piscivorus	8715
NC_009769.1	156878370	Pantherophis slowinskii 	17189	Pantherophis slowinskii	271451
NC_009772.1	156765981	Bactrocera carambolae 	15915	Bactrocera carambolae	69614
NC_009774.1	156766009	Asymmetron inferum 	15084	Asymmetron inferum	426587
NC_009775.1	156766023	Asymmetron sp.	15050	Asymmetron sp. A TK-2007	426588
NC_009809.1	157326160	Culicoides arakawae 	18135	Culicoides arakawae	198116
NC_009849.1	157690784	Camelus dromedarius 	16643	Camelus dromedarius	9838
NC_009876.1	157786563	Ruspolia dubia 	14971	Ruspolia dubia	441267
NC_009885.1	157939552	Caenorhabditis briggsae	14420	Caenorhabditis briggsae	6238
NC_009886.1	157939553	Bufo japonicus 	17757	Bufo japonicus	8387
NC_009940.1	158508411	Strongylocentrotus droebachiensis	15717	Strongylocentrotus droebachiensis	7671
NC_009941.1	158508397	Strongylocentrotus pallidus	15712	Strongylocentrotus pallidus	7670
NC_009964.1	159159429	Pyrophorus divergens	16120	Pyrophorus divergens	423334
NC_009967.1	159524429	Anabrus simplex 	15766	Anabrus simplex	316456
NC_009968.1	159524371	Helarctos malayanus 	16783	Helarctos malayanus	9634
NC_009969.1	159524410	Tremarctos ornatus 	16766	Tremarctos ornatus	9638
NC_009970.1	159524390	Melursus ursinus 	16817	Melursus ursinus	9636
NC_010089.1	161561794	Phoenicopterus roseus 	17446	Phoenicopterus roseus	435638
NC_010090.1	161561766	Reishia clavigera	15285	Reishia clavigera	272940
NC_010091.1	161561738	Rhynochetos jubatus 	16937	Rhynochetos jubatus	54386
NC_010092.1	161561808	Porphyrio hochstetteri 	16988	Porphyrio hochstetteri	439704
NC_010094.1	161561752	Archilochus colubris 	16356	Archilochus colubris	190676
NC_010095.1	161561780	Tachybaptus novaehollandiae 	18002	Tachybaptus novaehollandiae	342690
NC_010195.2	323690831	Meleagris gallopavo 	16719	Meleagris gallopavo	9103
NC_010196.1	164420879	Ramphotyphlops braminus 	16397	Indotyphlops braminus	51846
NC_010200.1	164420865	Enhydris plumbea 	17397	Hypsiscopus plumbea	1938377
NC_010203.1	164421025	Aplysina fulva	19620	Aplysina fulva	289401
NC_010219.1	164420921	Oxya chinensis 	15443	Oxya chinensis	165482
NC_010223.1	164420851	Deinagkistrodon acutus 	17548	Deinagkistrodon acutus	36307
NC_010224.1	164420907	Hynobius quelpaertensis 	16407	Hynobius quelpaertensis	113393
NC_010225.1	164420837	Naja naja 	17213	Naja naja	35670
NC_010227.1	164449763	Acrocephalus scirpaceus 	17903	Acrocephalus scirpaceus	48156
NC_010228.1	164422147	Sylvia atricapilla 	17937	Sylvia atricapilla	48155
NC_010229.1	164449777	Sylvia crassirostris 	17207	Curruca crassirostris	3149712
NC_010232.1	164519151	Dryophytes japonicus	19519	Dryophytes japonicus	109175
NC_010266.1	165932395	Manduca sexta 	15516	Manduca sexta	7130
NC_010292.1	166093215	Heteronotia binoei 	25972	Heteronotia binoei	13085
NC_010340.2	171259238	Canis lupus chanco 	16774	Canis lupus chanco	246881
NC_010431.1	169794150	Loxocorone allax 	14862	Loxocorone allax	393181
NC_010432.1	169794164	Loxosomella aloxiata 	15323	Loxosomella aloxiata	393182
NC_010522.1	170787328	Phthonandria atrilineata 	15499	Phthonandria atrilineata	339843
NC_010532.1	171473585	Trigoniophthalmus alternatus 	16197	Trigoniophthalmus alternatus	50637
NC_010533.1	171473634	Cryptopygus antarcticus 	15297	Cryptopygus antarcticus	187623
NC_010534.1	171473571	Orchesella villosa 	14924	Orchesella villosa	48706
NC_010535.1	171473599	Friesea antarctica 	15425	Friesea antarctica	2720488
NC_010536.1	171473613	Sminthurus viridis 	14817	Sminthurus viridis	109609
NC_010567.1	177807233	Elysia chlorotica	14132	Elysia chlorotica	188477
NC_010568.1	177807247	Pieris melete 	15140	Pieris melete	270461
NC_010595.1	183398054	Walchia hayashii	14857	Walchia hayashii	436352
NC_010613.1	184202694	Saturnia boisduvalii 	15360	Saturnia boisduvalii	37777
NC_010636.1	186920083	Sthenoteuthis oualaniensis 	20306	Sthenoteuthis oualaniensis	34553
NC_010638.1	187250378	Uncia uncia 	16773	Panthera uncia	29064
NC_010639.1	187250395	Mecistops cataphractus 	16847	Mecistops cataphractus	184780
NC_010640.1	187250409	Capricornis swinhoei 	16524	Capricornis swinhoei	34866
NC_010691.1	188039014	Ophiura albida	16580	Ophiura albida	72672
NC_010692.1	188039028	Antedon mediterranea	16156	Antedon mediterranea	105859
NC_010765.1	189095458	Buthus occitanus	15060	Buthus occitanus	6868
NC_010766.1	189095570	Phalangium opilio	14968	Phalangium opilio	118624
NC_010767.1	189095598	Syrmaticus soemmerringi ijimae 	16690	Syrmaticus soemmerringii ijimae	265498
NC_010770.1	189095528	Syrmaticus reevesii 	16678	Syrmaticus reevesii	9066
NC_010771.1	189095500	Syrmaticus ellioti 	16688	Syrmaticus ellioti	9063
NC_010774.1	189095514	Syrmaticus humiae 	16686	Syrmaticus humiae	9064
NC_010778.1	189095486	Phasianus versicolor 	16690	Phasianus versicolor	9055
NC_010781.1	189095472	Lophura ignita 	16688	Lophura ignita	9044
NC_010782.1	189095669	Uroctonus mordax	14840	Uroctonus mordax	507508
NC_010961.1	190349579	Metaperipatus inae 	15347	Metaperipatus inae	444703
NC_010962.1	190349468	Platalea minor 	16918	Platalea minor	259913
NC_010964.1	192293811	Rhagophthalmus ohbai	15704	Rhagophthalmus ohbai	71225
NC_010965.1	190349328	Cairina moschata 	16610	Cairina moschata	8855
NC_010969.1	190349565	Rhagophthalmus lufengensis	15982	Rhagophthalmus lufengensis	398797
NC_010970.1	190349482	Cyclemys atripons 	16500	Cyclemys atripons	260631
NC_010971.1	190349594	Typhlops reticulatus 	16681	Amerotyphlops reticulatus	534403
NC_010973.1	190349370	Pyxidea mouhotii 	16837	Cuora mouhotii	260627
NC_011016.2	194303449	Acanella eburnea	18616	Acanella arbuscula	44213
NC_011029.1	193290196	Ochotona curzoniae 	17131	Ochotona curzoniae	130825
NC_011036.1	194097507	Unionicola foili	14738	Unionicola foili	350889
NC_011049.1	194246883	Bombina maxima 	18388	Bombina maxima	161274
NC_011053.1	194277529	Propithecus coquereli 	17104	Propithecus coquereli	379532
NC_011112.1	195661114	Ursus spelaeus 	16780	Ursus spelaeus	39097
NC_011115.1	195661156	Oedaleus decorus asiaticus 	16259	Oedaleus asiaticus	244712
NC_011117.1	195933635	Ursus thibetanus ussuricus 	16824	Ursus thibetanus ussuricus	262111
NC_011118.1	195933649	Ursus thibetanus thibetanus 	17034	Ursus thibetanus thibetanus	441215
NC_011119.1	195933665	Locusta migratoria migratoria 	16053	Locusta migratoria migratoria	238695
NC_011120.1	195952353	Gorilla gorilla gorilla 	16412	Gorilla gorilla gorilla	9595
NC_011128.1	195954010	Ochrogaster lunifer 	15593	Ochrogaster lunifer	319761
NC_011137.1	196123578	Homo sapiens neanderthalensis 	16565	Homo sapiens neanderthalensis	63221
NC_011193.1	197935839	Rapana venosa	15272	Rapana venosa	55521
NC_011196.1	197935720	Anser anser 	16738	Anser anser	8843
NC_011197.1	197935825	Atelura formicaria 	15205	Atelura formicaria	459531
NC_011198.1	197935706	Chelydra serpentina 	16631	Chelydra serpentina	8475
NC_011243.1	48427641	Cherax destructor 	15894	Cherax destructor	6723
NC_011276.1	205351318	Corydalus cornutus 	15687	Corydalus cornutus	559164
NC_011277.1	205351332	Ascaloptynx appendiculatus 	15877	Ascaloptynx appendiculata	2028591
NC_011278.1	205351290	Polystoechotes punctatus 	16036	Polystoechotes punctata	2028677
NC_011301.1	207268065	Myrmecophilus manni 	15323	Myrmecophilus manni	270849
NC_011302.1	207269746	Gryllotalpa pluvialis 	15525	Gryllotalpa pluvialis	552513
NC_011303.1	207268051	Acrida willemsei 	15601	Acrida willemsei	227550
NC_011304.1	207269732	Rhinolophus formosae 	16915	Rhinolophus formosae	472238
NC_011305.1	207269079	Calliptamus italicus 	15675	Calliptamus italicus	334752
NC_011306.1	207270760	Troglophilus neglectus 	15810	Troglophilus neglectus	552514
NC_011307.1	207266417	Falco tinnunculus 	17663	Falco tinnunculus	100819
NC_011320.1	208433918	Cyphon sp.	15919	Contacyphon sp. BT0012	546486
NC_011322.1	208433932	Sphaerius sp.	15121	Sphaerius sp. BT0074	546487
NC_011324.1	208433946	Chaetosoma scaritides	15511	Chaetosoma scaritides	546502
NC_011326.1	208433773	Priasilpha obscura	16603	Priasilpha obscura	295936
NC_011328.1	208433960	Tetraphalerus bruchi	15689	Tetraphalerus bruchi	546504
NC_011329.1	208433759	Trachypachus holmbergi	15722	Trachypachus holmbergi	60840
NC_011359.1	209427686	Parafronurus youi 	15481	Parafronurus youi	490128
NC_011389.1	209886911	Naja atra 	17216	Naja atra	8656
NC_011391.1	209886939	Daboia russellii 	17246	Daboia russelii	8707
NC_011393.1	209886953	Bungarus fasciatus 	17234	Bungarus fasciatus	8613
NC_011394.1	209886967	Ophiophagus hannah 	17267	Ophiophagus hannah	8665
NC_011519.1	211908556	Macaca thibetana 	16540	Macaca thibetana	54602
NC_011524.1	211998787	Protohermes concolorus 	15851	Protohermes concolorus	508445
NC_011574.1	212725522	Steganacarus magnus	13818	Steganacarus magnus	52000
NC_011579.1	212725592	Martes zibellina 	16523	Martes zibellina	36722
NC_011581.1	212725620	Architeuthis dux 	20331	Architeuthis dux	256136
NC_011594.1	213948225	Acyrthosiphon pisum 	16971	Acyrthosiphon pisum	7029
NC_011596.1	215259920	Drosophila littoralis 	16017	Drosophila littoralis	47316
NC_011597.1	215260022	Eriocheir japonica 	16352	Eriocheir japonica	95603
NC_011598.1	215260036	Eriocheir hepuensis 	16335	Eriocheir hepuensis	168195
NC_011606.1	215399126	Phoenicolacerta kulzeri 	17199	Phoenicolacerta kulzeri	575499
NC_011607.1	215399140	Podarcis muralis 	17311	Podarcis muralis	64176
NC_011609.1	215399167	Podarcis siculus 	17297	Podarcis siculus	65484
NC_011638.1	215982971	Rattus tanezumi 	16306	Rattus tanezumi	35732
NC_011717.1	218157371	Pedetontus silvestrii 	15879	Pedetontus silvestrii	518099
NC_011755.1	218456815	Nezara viridula 	16889	Nezara viridula	85310
NC_011763.1	218677272	Hyriopsis cumingii	15954	Sinohyriopsis cumingii	165450
NC_011813.1	219524090	Deracantha onos 	15650	Deracantha onos	441219
NC_011815.1	219524118	Manouria impressa 	16642	Manouria impressa	74924
NC_011816.1	219524132	Bambusicola thoracica 	16726	Bambusicola thoracicus	9083
NC_011817.1	219524146	Francolinus pintadeanus 	16694	Francolinus pintadeanus	472989
NC_011818.1	219524160	Accipiter gentilis 	18266	Astur gentilis	8957
NC_011819.1	219524174	Sacalia quadriocellata 	16816	Sacalia quadriocellata	74934
NC_011822.1	219524215	Lama guanicoe 	16649	Lama guanicoe	9840
NC_011823.1	219524229	Teleogryllus emma 	15660	Teleogryllus emma	62746
NC_011824.1	219524243	Atractomorpha sinensis 	15558	Atractomorpha sinensis	244711
NC_011825.1	219524257	Mitsukurina owstoni 	17743	Mitsukurina owstoni	57987
NC_011827.1	219524285	Phlaeoba albonema 	15657	Phlaeoba albonema	491859
NC_011923.1	221143400	Bombus hypocrita sapporensis 	15468	Bombus hypocrita sapporensis	1079038
NC_011944.1	221145533	Thylacinus cynocephalus 	17411	Thylacinus cynocephalus	9275
NC_011949.1	221145603	Myrmecobius fasciatus 	16813	Myrmecobius fasciatus	55782
NC_012051.1	223471633	Stenella attenuata 	16386	Stenella attenuata	9735
NC_012053.1	222838742	Stenella coeruleoalba 	16384	Stenella coeruleoalba	9737
NC_012057.1	222839817	Sousa chinensis 	16388	Sousa chinensis	103600
NC_012058.1	222839831	Tursiops aduncus 	16385	Tursiops aduncus	79784
NC_012059.1	223471647	Tursiops truncatus 	16388	Tursiops truncatus	9739
NC_012060.1	222839846	Litopenaeus stylirostris 	15988	Penaeus stylirostris	29019
NC_012061.1	222839860	Delphinus capensis 	16385	Delphinus capensis	103584
NC_012062.1	223471661	Grampus griseus 	16386	Grampus griseus	83653
NC_012095.1	223976078	Sus scrofa domesticus 	16770	Sus scrofa domesticus	9825
NC_012096.1	223976092	Capricornis crispus 	16453	Capricornis crispus	9966
NC_012098.1	223976106	Antilope cervicapra 	16431	Antilope cervicapra	59525
NC_012100.1	223976120	Giraffa camelopardalis angolensis 	16433	Giraffa giraffa angolensis	439323
NC_012102.1	223976134	Lama glama 	16597	Lama glama	9844
NC_012103.1	223976148	Pecari tajacu 	16839	Dicotyles tajacu	9829
NC_012139.1	224587990	Aspidytes niobe	14257	Aspidytes niobe	183865
NC_012144.1	224588060	Hydroscapha granulum	15975	Hydroscapha granulum	426698
NC_012146.1	224588084	Viridovipera stejnegeri stejnegeri 	17239	Trimeresurus stejnegeri stejnegeri	604432
NC_012217.1	225011350	Macrobrachium lanchesteri 	15694	Macrobrachium lanchesteri	82204
NC_012218.1	225012908	Dermatophagoides pteronyssinus	14203	Dermatophagoides pteronyssinus	6956
NC_012346.1	225622211	Bison bison 	16319	Bison bison	9901
NC_012366.1	225622212	Tarentola mauritanica 	16593	Tarentola mauritanica	8569
NC_012374.1	225622213	Rattus rattus 	16305	Rattus rattus	10117
NC_012376.1	225622214	Onchidella celtica	14150	Onchidella celtica	36933
NC_012383.1	225626321	Siphonaria pectinata	14065	Siphonaria pectinata	57642
NC_012389.1	225622216	Rattus exulans 	16307	Rattus exulans	34854
NC_012398.1	225622217	Eretmochelys imbricata	16478	Eretmochelys imbricata	27787
NC_012414.1	225622233	Lissemys punctata 	16490	Lissemys punctata	55542
NC_012420.1	225659331	Chamaeleo calyptratus 	17433	Chamaeleo calyptratus	179908
NC_012421.1	225660332	Dysdercus cingulatus 	16249	Dysdercus cingulatus	191328
NC_012422.1	225676456	Chamaeleo africanus 	17415	Chamaeleo africanus	91906
NC_012424.1	225676457	Geocoris pallidipennis 	14592	Geocoris pallidipennis	300797
NC_012428.1	225660336	Ascobulla fragilis	14745	Ascobulla fragilis	195875
NC_012429.1	225676739	Orius niger 	14494	Orius niger	82746
NC_012430.1	225662337	Batrachuperus yenyuanensis 	16394	Batrachuperus yenyuanensis	156990
NC_012431.1	225662338	Anguis fragilis 	17479	Anguis fragilis	102178
NC_012432.1	225676740	Physopelta gutta 	14935	Physopelta gutta	209986
NC_012433.1	225664339	Blanus cinereus 	16969	Blanus cinereus	227091
NC_012434.1	225676741	Myosotella myosotis	14246	Myosotella myosotis	252580
NC_012436.1	225676742	Chamaeleo dilepis 	17875	Chamaeleo dilepis	91908
NC_012443.1	225697456	Chamaeleo monachus 	18900	Chamaeleo monachus	420383
NC_012444.1	225697504	Chamaeleo zeylanicus 	18923	Chamaeleo zeylanicus	420384
NC_012445.1	225697505	Chamaeleo arabicus 	17400	Chamaeleo arabicus	420385
NC_012446.1	225697457	Aeschyntelus notatus 	14532	Aeschyntelus notatus	498933
NC_012449.1	225697506	Coptosoma bifaria 	16179	Coptosoma bifarium	1589673
NC_012452.1	225697507	Chamaeleo calcaricarens 	17451	Chamaeleo calcaricarens	420386
NC_012453.1	225697458	Arborophila rufipectus 	16728	Arborophila rufipectus	559495
NC_012456.1	225697508	Hydaropsis longirostris 	16521	Hydaropsis longirostris	498947
NC_012457.1	225697509	Macroscytus gibbulus 	14620	Macroscytus gibbulus	1316955
NC_012458.1	225697510	Malcus inconspicuus 	15575	Malcus inconspicuus	498929
NC_012459.1	225697511	Neuroctenus parus 	15354	Neuroctenus parus	498951
NC_012460.1	225697512	Phaenacantha marcida 	14540	Phaenacantha marcida	498930
NC_012461.1	225697485	Rattus praetor 	16293	Rattus praetor	349711
NC_012462.1	225697513	Riptortus pedestris 	17191	Riptortus pedestris	329032
NC_012463.1	225697514	Saldula arsenjevi 	15324	Saldula arsenjevi	498931
NC_012464.1	225697515	Yemmalysus parallelus 	15747	Yemmalysus parallelus	498953
NC_012465.1	225697516	Kinyongia fischeri 	18997	Kinyongia fischeri	414978
NC_012565.1	226968529	Scylla serrata 	15775	Scylla serrata	6761
NC_012566.1	227018552	Exopalaemon carinicauda 	15730	Palaemon carinicauda	392227
NC_012567.1	227018566	Scylla tranquebarica 	15833	Scylla tranquebarica	85553
NC_012569.1	226968571	Scylla olivacea 	15723	Scylla olivacea	85551
NC_012570.1	226968585	Chiloscyllium plagiosum 	16726	Chiloscyllium plagiosum	36176
NC_012571.1	226968599	Panonychus ulmi	13115	Panonychus ulmi	50024
NC_012572.1	226968613	Scylla paramamosain 	15825	Scylla paramamosain	85552
NC_012573.1	227018580	Tropidophis haetianus 	17138	Tropidophis haetianus	51980
NC_012616.1	228015362	Apostichopus japonicus	16099	Apostichopus japonicus	307972
NC_012617.1	228015376	Geisha distinctissima 	15971	Geisha distinctissima	130583
NC_012644.1	229317937	Davidius lunatus 	15913	Davidius lunatus	318828
NC_012647.1	229324817	Fejervarya cancrivora 	17843	Fejervarya cancrivora	111367
NC_012670.1	229772910	Macaca fascicularis 	16575	Macaca fascicularis	9541
NC_012681.1	229925753	Coelodonta antiquitatis 	16436	Coelodonta antiquitatis	222863
NC_012682.1	229927523	Diceros bicornis 	16411	Diceros bicornis	9805
NC_012683.1	229929310	Rhinoceros sondaicus	16417	Rhinoceros sondaicus	102233
NC_012684.1	229931178	Dicerorhinus sumatrensis 	16466	Dicerorhinus sumatrensis	89632
NC_012688.1	237515443	Cephus cinctus 	19339	Cephus cinctus	211228
NC_012689.1	237515457	Orussus occidentalis 	15947	Orussus occidentalis	576952
NC_012694.1	237642055	Moschus berezovskii 	16354	Moschus berezovskii	68408
NC_012708.1	237869070	Diadegma semiclausum 	18728	Diadegma semiclausum	208481
NC_012716.1	237869155	Cristaria plicata	15712	Cristaria plicata	165446
NC_012727.1	238563960	Eriogyna pyretorum 	15327	Eriogyna pyretorum	364026
NC_012738.1	238800476	Farfantepenaeus californiensis 	15975	Penaeus californiensis	171294
NC_012739.1	238694149	Antheraea yamamai 	15338	Antheraea yamamai	7121
NC_012761.1	238866834	Galago senegalensis 	16795	Galago senegalensis	9465
NC_012762.1	238866848	Otolemur crassicaudatus 	16827	Otolemur crassicaudatus	9463
NC_012763.1	238908467	Loris tardigradus 	16776	Loris tardigradus	9468
NC_012764.1	238866862	Perodicticus potto 	16638	Perodicticus potto	9472
NC_012765.1	238866876	Chrysochroa fulgidissima	15592	Chrysochroa fulgidissima	543396
NC_012766.1	238866890	Eulemur fulvus fulvus 	17126	Eulemur fulvus fulvus	40322
