AN	GI	Species	Genome_length	ncbi_name	ncbi_taxid
NC_042947.1	1693304936	Dactylella tenuis	186056	Dactylella tenuis	383872
NC_044971.1	1758122908	Volvariella volvacea	65668	Volvariella volvacea	36659
NC_045905.1	1812093851	Sydowia polyspora	37422	Sydowia polyspora	64499
NC_049089.1	1863132382	Ophiocordycipitaceae sp.	66785	Ophiocordycipitaceae sp.	1907519
NC_050172.1	1892964447	Metschnikowia kamakouana	52527	Metschnikowia kamakouana	301367
NC_050375.1	1904808994	Metschnikowia sp. 13-106.1	105181	Metschnikowia sp. 13-106.1	1807688
NC_050862.1	1919568878	Sanghuangporus vaninii	97345	Sanghuangporus vaninii	175686
NC_050879.1	1919569902	Cladosporium sphaerospermum	35706	Cladosporium sphaerospermum	92950
NC_056808.1	2088233534	Hemileccinum impolitum	39362	Hemileccinum impolitum	121045
NC_056835.1	2088235822	Tylopilus plumbeoviolaceoides	37242	Tylopilus plumbeoviolaceoides	374766
NC_057617.1	2091533274	Metschnikowia bicuspidata	96922	Metschnikowia bicuspidata	27322
NC_058694.1	2127869447	Edenia gomezpompae	37226	Edenia gomezpompae	461172
NC_058904.1	2127886527	Malassezia furfur	45715	Malassezia furfur	55194
NC_059895.1	2172619234	Trametes villosa	56885	Trametes villosa	47662
NC_059896.1	2172619249	Phellinotus piptadeniae	137790	Phellinotus piptadeniae	1638731
NC_059951.1	2172621860	Coprinus comatus	70059	Coprinus comatus	56187
NC_061177.1	2206965207	Pleurotus pulmonarius	70671	Pleurotus pulmonarius	28995
NC_061293.1	2206971136	Ganoderma multipileum	67340	Ganoderma multipileum	1173714
NC_063592.1	2248503230	Russula rosea	54177	Russula rosea	176822
NC_063596.1	2248503524	Candida margitis	28273	Candida margitis	1775924
NC_063703.1	2248508915	[Candida] railenensis	34762	[Candida] railenensis	45579
NC_065786.1	2289434161	Hericium erinaceus	83518	Hericium erinaceus	91752
NC_066041.1	2301267132	Inonotus hispidus	171046	Inonotus hispidus	40469
NC_066217.1	2301278552	Gongronella sp. w5	36593	Gongronella sp. w5	483437
NC_066489.1	2307925034	Pyricularia oryzae	34865	Pyricularia oryzae	318829
NC_068696.1	2386959604	Cutaneotrichosporon mucoides	36304	Cutaneotrichosporon mucoides	82522
NC_068697.1	2386959624	Pascua guehoae	37686	Pascua guehoae	105714
NC_068698.1	2386959647	Cutaneotrichosporon cutaneum	73462	Cutaneotrichosporon cutaneum	5554
NC_068802.1	2386966004	Auricularia cornea	195026	Auricularia cornea	1238391
NC_071232.1	2440033059	Phellinus igniarius	172449	Phellinus igniarius	40472
NC_071711.1	2452622577	Periconia digitata	76558	Periconia digitata	1303443
NC_072248.1	2459374072	Fuscoporia gilva	99381	Fuscoporia gilva	40471
NC_072523.1	2468672754	Cyathus jiayuguanensis	115936	Cyathus jiayuguanensis	380660
NC_072978.1	2473933020	Stagonosporopsis vannaccii	48994	Stagonosporopsis vannaccii	2606854
NC_073105.1	2476389533	Diaporthe sojae	108865	Diaporthe sojae	165439
NC_073546.1	2489641483	Tilletia controversa	115162	Tilletia controversa	13291
NC_073556.1	2489641794	Hericium alpestre	86407	Hericium alpestre	135208
NC_077250.1	2589337683	Pseudocercospora fuligena	44873	Pseudocercospora fuligena	685502
NC_077556.1	2589361816	Agaricus bitorquis	153897	Agaricus bitorquis	5343
NC_079662.1	2519763222	Aureoboletus raphanaceus	42157	Aureoboletus raphanaceus	2591536
NC_080337.1	2524649324	Heterobasidion abietinum	114829	Heterobasidion abietinum	207833
NC_080338.1	2524649353	Heterobasidion occidentale	113820	Heterobasidion occidentale	942053
NC_080339.1	2524649381	Heterobasidion annosum	108878	Heterobasidion annosum	13563
NC_080340.1	2524649410	Heterobasidion parviporum	112689	Heterobasidion parviporum	207832
NC_082275.1	2577880302	Thelebolus microsporus	38803	Thelebolus microsporus	319061
NC_082970.1	2587931933	Rufoboletus hainanensis	36592	Rufoboletus hainanensis	1968705
NC_084113.1	2627901109	Fomitopsis dickinsii	65940	Fomitopsis dickinsii	3151107
NC_084114.1	2627901155	Daedalea confragosa	79245	Daedalea confragosa	2028083
NC_084195.1	2627906739	Acrocalymma vagum	35079	Acrocalymma vagum	1589764
NC_084291.1	2627912992	Tylopilus brunneirubens	32389	Tylopilus brunneirubens	1914092
NC_084369.1	2627915749	Pappia fissilis	163380	Pappia fissilis	1040649
NC_084441.1	2627921281	Mucor indicus	61400	Mucor indicus	64623
NC_084442.1	2627921318	Rhizopus microsporus	43837	Rhizopus microsporus	58291
NC_084443.1	2627921343	Saccharomycopsis fibuligera	57302	Saccharomycopsis fibuligera	4944
NC_085239.1	2666677737	Backusella lamprospora	44984	Backusella lamprospora	64654
NC_085261.1	2666678597	Rigidoporus microporus	54710	Rigidoporus microporus	219653
NC_085478.1	2666689594	Pallidohirschioporus biformis	55598	Pallidohirschioporus biformis	50381
NC_085596.1	2666695658	Phylloporia weberiana	92672	Phylloporia weberiana	1001332
NC_085747.1	2666707210	Daedaleopsis sinensis	69155	Daedaleopsis sinensis	596167
NC_086476.1	2692937071	Malassezia arunalokei	38143	Malassezia arunalokei	1514897
NC_086477.1	2692937095	Malassezia brasiliensis	60300	Malassezia brasiliensis	1821822
NC_086478.1	2692937126	Malassezia caprae	41693	Malassezia caprae	1381934
NC_086479.1	2692937146	Malassezia cuniculi	63712	Malassezia cuniculi	948313
NC_086480.1	2692937166	Malassezia dermatis	38991	Malassezia dermatis	169489
NC_086481.1	2692937189	Malassezia equina	45405	Malassezia equina	1381935
NC_086482.1	2692937215	Malassezia nana	42091	Malassezia nana	180528
NC_086483.1	2692937247	Malassezia vespertilionis	59251	Malassezia vespertilionis	2020962
NC_086484.1	2692937272	Malassezia psittaci	46165	Malassezia psittaci	1821823
NC_086595.1	2692943366	Floccularia luteovirens	38532	Floccularia luteovirens	493452
NC_086750.1	2692951448	Elmerina hispida	265604	Elmerina hispida	1245649
NC_086782.1	2692953053	Dichomitus squalens	65621	Dichomitus squalens	114155
NC_086783.1	2692953095	Fomes fomentarius	87967	Fomes fomentarius	40442
NC_086784.1	2692953153	Cubamyces lactineus	49474	Cubamyces lactineus	1391043
NC_086785.1	2692953181	Cubamyces menziesii	55822	Cubamyces menziesii	2136021
NC_086786.1	2692953215	Poriella subacida	51453	Poriella subacida	2872513
NC_086787.1	2692953245	Lenzites betulinus	61151	Lenzites betulinus	5632
NC_086788.1	2692953282	Trametes gibbosa	47937	Trametes gibbosa	160864
NC_086789.1	2692953307	Trametes maxima	60067	Trametes maxima	259368
NC_086790.1	2692953343	Trametes meyenii	59455	Trametes meyenii	526243
NC_087776.1	2715315054	Daedaleopsis nitida	99386	Daedaleopsis nitida	1140402
NC_087823.1	2715317660	Squamanita imbachii	76643	Squamanita imbachii	2976389
NC_087871.1	2715320344	Lodderomyces beijingensis	56464	Lodderomyces beijingensis	1775926
NC_087901.1	2715321978	Porogramme epimiltina	51878	Porogramme epimiltina	81058
NC_088059.1	2715334995	Singerocybe alboinfundibuliformis	64279	Singerocybe alboinfundibuliformis	1346812
NC_088497.1	2724829241	Alternaria tenuissima	64359	Alternaria tenuissima	119927
NC_088560.1	2724831939	Leucopaxillus giganteus	60841	Leucopaxillus giganteus	1167592
NC_088561.1	2724831960	Infundibulicybe hongyinpan	56471	Infundibulicybe hongyinpan	2486348
NW_003307477.1	299737861	Coprinopsis cinerea okayama7#130	42448	Coprinopsis cinerea okayama7#130	240176
NW_017264706.1	1069890317	Saccharomyces eubayanus	63999	Saccharomyces eubayanus	1080349
NW_026515765.1	2432559360	Dioszegia hungarica	27226	Dioszegia hungarica	4972
