AN	GI	Species	Genome_length	ncbi_name	ncbi_taxid
NC_038000.1	1418587688	Actinocyclus subtilis	119120	Actinocyclus subtilis	1630683
NC_038001.1	1418587827	Entomoneis sp.	122056	Entomoneis sp.	186043
NC_038002.1	1418587958	Triceratium dubium	120381	Pseudictyota dubia	2749911
NC_038003.1	1418588091	Rhizosolenia fallax	125283	Rhizosolenia fallax	265545
NC_038004.1	1418588230	Psammoneis obaidii 	168922	Psammoneis obaidii	1706219
NC_038005.1	1418588366	Cyclotella pseudostelligera 	129261	Discostella pseudostelligera	259834
NC_038006.1	1418588508	Biddulphia biddulphiana	122128	Biddulphia biddulphiana	1158022
NC_038007.1	1418588641	Biddulphia tridens	126286	Biddulphiella tridens	1003022
NC_038008.1	1418588773	Astrosyne radiata 	131032	Astrosyne radiata	1158023
NC_038009.1	1418588907	Acanthoceras zachariasii	120392	Acanthoceras zachariasii	451788
NC_038051.1	1436049179	Gracilaria changii	183855	Gracilaria firma	2510791
NC_038100.1	1436051580	Gracilariopsis heteroclada	185129	Gracilariopsis heteroclada	172978
NC_038144.1	1436053401	Porolithon onkodes	170468	Porolithon onkodes	231751
NC_038187.1	1442328996	Euglena clara	98470	Euglena clara	215708
NC_038215.1	1442329720	Cyanophora sudae	150128	Cyanophora sudae	1522369
NC_038216.1	1442329883	Cyanophora biloba	130509	Cyanophora biloba	1489483
NC_038231.1	1442330304	Endarachne binghamiae	136274	Petalonia binghamiae	698476
NC_039092.1	1464311456	Gracilaria vermiculophylla	180254	Gracilaria vermiculophylla	2608709
NC_039139.1	1464312551	Gracilaria caudata	182933	Gracilaria caudata	2572395
NC_039140.1	1464312756	Gracilaria ferox	180255	Gracilaria ferox	1184158
NC_039141.1	1464312961	Gracilaria gracilis	180807	Gracilaria gracilis	2777
NC_039142.1	1464313166	Hydropuntia rangiferina	178841	Hydropuntia rangiferina	338881
NC_039143.1	1464313372	Gracilariopsis longissima	181896	Gracilariopsis longissima	172976
NC_039144.1	1464313577	Gracilariopsis mclachlanii	184980	Gracilariopsis mclachlanii	486813
NC_039145.1	1464313781	Melanthalia intermedia	218416	Melanthalia intermedia	172989
NC_039156.1	1464314298	Euglena hiemalis	128302	Euglena hiemalis	392896
NC_039927.1	1526689943	Phacus pleuronectes	90869	Phacus pleuronectes	102908
NC_039928.1	1526690007	Lepocinclis ovum	69550	Lepocinclis ovum	86638
NC_039967.1	1526692183	Phacus inflexus	58112	Phacus inflexus	461210
NC_039968.1	1526692244	Lepocinclis tripteris	81048	Lepocinclis tripteris	135494
NC_039969.1	1526692306	Discoplastis spathirhyncha	83936	Discoplastis spathirhyncha	215771
NC_039970.1	1526692368	Lepocinclis playfairiana	77415	Lepocinclis playfairiana	1403386
NC_039971.1	1526692431	Lepocinclis steinii	82134	Lepocinclis steinii	459226
NC_039977.1	1526692923	Synarthrophyton chejuense	179264	Synarthrophyton chejuense	2485825
NC_039978.1	1526693125	Neogoniolithon spectabile	174280	Neogoniolithon spectabile	231755
NC_040134.1	1535790385	Synura uvella	133257	Synura uvella	52557
NC_040135.1	1535790537	Mallomonas splendens	146918	Mallomonas splendens	52552
NC_040152.1	1535791121	Glaucocystis incrassata	137017	Glaucocystis incrassata	1789788
NC_040153.1	1535791287	Gloeochaete wittrockiana	143343	Gloeochaete wittrockiana	38269
NC_040156.1	1535791495	Gelidium gabrielsonii	175499	Gelidium gabrielsonii	2483892
NC_040158.1	1535791721	Gelidium kathyanniae	176549	Gelidium kathyanniae	2483893
NC_040291.1	1567481354	Tisochrysis lutea	105837	Tisochrysis lutea	1321669
NC_040294.1	1567481492	Characiopsis acuta	121124	Characiopsis acuta	2040456
NC_040296.1	1567481799	Eustigmatophyceae sp.	125946	Eustigmatophyceae sp. Chic 10/23 P-6w	1446905
NC_040299.1	1567482280	Pseudellipsoidion edaphicum	123658	Pseudellipsoidion edaphicum	1431838
NC_040300.1	1567482445	Vischeria sp.	126352	Vischeria sp. ACOI 3415	2506143
NC_041173.1	1593553332	Gelidium coulteri	177099	Gelidium coulteri	28849
NC_041174.1	1593553533	Gelidium galapagense	176601	Gelidium galapagense	317100
NC_041175.1	1593553734	Gelidium sinicola	177095	Gelidium sinicola	1911539
NC_041636.1	1610634456	Corallina ferreyrae	176889	Corallina ferreyrae	2547422
NC_042170.1	1642519642	Acrochaetium secundatum	192311	Acrochaetium secundatum	209631
NC_042171.1	1642519849	Balbiania investiens	186778	Balbiania investiens	111861
NC_042794.1	1693293205	Pleurostichidium falkenbergii	169139	Pleurostichidium falkenbergii	121064
NC_042901.1	1693300932	Corallina chilensis	178350	Corallina chilensis	2582857
NC_043890.1	1707501273	Rhizochromulina marina	109450	Rhizochromulina marina	1034831
NC_043929.1	1707503388	Dictyocha speculum	140025	Octactis speculum	3111310
NC_044182.1	1714235469	Lessonia spicata	130305	Lessonia spicata	1899210
NC_044407.1	1735234721	Florenciella parvula	108152	Florenciella parvula	236787
NC_044408.1	1735234843	Pseudopedinella elastica	112413	Pseudopedinella elastica	35684
NC_044463.1	1735236402	Halamphora americana 	142551	Halamphora americana	2305497
NC_044464.1	1735236539	Halamphora calidilacuna 	150738	Halamphora calidilacuna	2133758
NC_044465.1	1735236684	Halamphora coffeaeformis	121927	Halamphora coffeiformis	1487565
NC_044491.1	1735238235	Haslea nusantara	120448	Haslea nusantara	2600302
NC_044689.1	1747252729	Laminaria digitata	130377	Laminaria digitata	80365
NC_044690.1	1747252837	Laminaria solidungula	130784	Laminaria solidungula	309363
NC_044758.1	1747451133	Scytosiphon canaliculatus	133508	Hapterophycus canaliculatus	2567908
NC_044785.1	1747452203	Nitzschia alba	66116	Nitzschia alba	2858
NC_045244.1	1783488149	Fragilariopsis cylindrus	123275	Fragilariopsis cylindrus	186039
NC_046005.1	1819288843	Cladosiphon okamuranus	137324	Cladosiphon okamuranus	309737
NC_046041.1	1819290067	Gracilaria edulis	179410	Gracilaria edulis	172966
NC_046042.1	1819290269	Gracilaria spinulosa	179082	Gracilaria spinulosa	172972
NC_046043.1	1819290472	Gracilaria textorii	179609	Gracilaria textorii	172949
NC_046447.1	1824662891	Scytosiphon promiscuus	134358	Scytosiphon promiscuus	1403536
NC_046495.1	1824664458	Palmaria decipiens	193007	Palmaria decipiens	187399
NC_046751.1	1829766670	Halymenia maculata	190431	Halymenia maculata	159591
NC_047434.1	1834977475	Caulacanthus okamurae	173516	Caulacanthus okamurae	152008
NC_048511.1	1847693105	Sargassum fusiforme	124298	Sargassum fusiforme	590727
NC_049013.1	1863127495	Pavlova sp.	95281	Pavlova sp. NIVA-4/92	2686093
NC_049039.1	1863129038	Saccharina latissima	130619	Saccharina latissima	309358
NC_049168.1	1863137453	Isochrysis galbana	105872	Isochrysis galbana	37099
NC_051457.1	1935444858	Osmundea sinicola	171419	Osmundea sinicola	290685
NC_051883.1	1942099282	Cyanidiococcus yangmingshanensis	147972	Cyanidiococcus yangmingshanensis	2690220
NC_053621.1	2017998164	Chaetoceros muellerii	116284	Chaetoceros muelleri	265525
NC_053868.1	2018127600	Schizocladia ischiensis	138101	Schizocladia ischiensis	196139
NC_056103.1	2055401958	Pteridomonas danica	33539	Pteridomonas danica	38822
NC_056288.1	2055412915	Lessonia flavicans	130085	Lessonia flavicans	169771
NC_056787.1	2088232260	Nitzschia supralitorea	156261	Nitzschia supralitorea	303403
NC_056790.1	2088232490	Fistulifera saprophila	122456	Fistulifera saprophila	880757
NC_056791.1	2088232623	Tryblionella apiculata	137576	Tryblionella apiculata	1003145
NC_056794.1	2088232843	Navicula veneta	155908	Navicula veneta	138539
NC_056910.1	2088238071	Poterioochromonas malhamensis	133923	Poterioochromonas malhamensis	88167
NC_057081.1	2088246274	Scytosiphon lomentaria	134485	Scytosiphon lomentaria	27967
NC_057170.1	2088251776	Olisthodiscus luteus	155916	Olisthodiscus luteus	83000
NC_057222.1	2088254919	Cumathamnion serrulatum	174192	Cumathamnion serrulatum	1206573
NC_057231.1	2088255540	Laminaria rodriguezii	130541	Laminaria rodriguezii	1740620
NC_057618.1	2091533288	Chondria tumulosa	172617	Chondria tumulosa	2740715
NC_057645.1	2091535207	Eucampia zodiacus	118107	Eucampia zodiacus	444606
NC_058274.1	2120473480	Macrocystis integrifolia	129320	Macrocystis integrifolia	169774
NC_058314.1	2120478169	Ishige okamurae	129988	Ishige okamurae	233772
NC_058651.1	2127864360	Gracilaria baiana	179484	Gracilaria baiana	2873517
NC_058652.1	2127864564	Crassiphycus birdiae	183364	Crassiphycus birdiae	2782747
NC_058653.1	2127864771	Gracilaria bursa-pastoris	181313	Gracilaria bursa-pastoris	172962
NC_058655.1	2127865186	Gracilaria cearensis	182079	Gracilaria cearensis	1574224
NC_058656.1	2127865392	Gracilaria cervicornis	180132	Gracilaria cervicornis	172960
NC_058657.1	2127865598	Gracilaria cliftonii	180810	Gracilaria cliftonii	206548
NC_058658.1	2127865805	Crassiphycus corneus	182454	Gracilaria cornea	356490
NC_058659.1	2127866009	Crassiphycus crassissimus	181978	Crassiphycus crassissimus	2783451
NC_058660.1	2127866214	Gracilaria domingensis	179662	Gracilaria domingensis	172961
NC_058661.1	2127866418	Gracilaria flabelliformis subsp. simplex	179295	Gracilaria flabelliformis subsp. simplex	1638138
NC_058662.1	2127866623	Gracilaria isabellana	181790	Gracilaria isabellana	1183060
NC_058663.1	2127866830	Gracilaria multipartita	179145	Gracilaria multipartita	172945
NC_058664.1	2127867034	Gracilaria ornata	178896	Gracilaria ornata	172946
NC_058665.1	2127867239	Gracilaria pachydermatica	179707	Gracilaria pachydermatica	2873518
NC_058666.1	2127867444	Gracilaria pacifica	152521	Gracilaria pacifica	31471
NC_058667.1	2127867622	Gracilaria tikvahiae	179992	Gracilaria tikvahiae	2779
NC_058668.1	2127867827	Hydropuntia urvillei	178239	Gracilaria urvillei	172974
NC_058669.1	2127868028	Gracilaria usneoides	183376	Gracilaria usneoides	172951
NC_058670.1	2127868234	Gracilariopsis tenuifrons	184308	Gracilariopsis tenuifrons	31472
NC_058701.1	2127869764	Skeletonema marinoi	127212	Skeletonema marinoi	267567
NC_058702.1	2127869906	Skeletonema tropicum	127112	Skeletonema tropicum	267982
NC_058703.1	2127870048	Skeletonema costatum	127351	Skeletonema costatum	2843
NC_058704.1	2127870190	Skeletonema pseudocostatum	127011	Skeletonema pseudocostatum	41457
NC_058705.1	2127870332	Skeletonema grevillei	126883	Skeletonema grevillei	371681
NC_058737.1	2127872957	Ahnfeltia fastigiata	193253	Ahnfeltia fastigiata	31363
NC_058751.1	2127874173	Chorda filum	143970	Chorda filum	64905
NC_058752.1	2127874251	Grateloupia livida	126100	Grateloupia livida	118374
NC_058768.1	2127875460	Alaria crispa	130588	Alaria crispa	441892
NC_058769.1	2127875602	Alaria marginata	130582	Alaria marginata	98221
NC_058770.1	2127875744	Alaria esculenta	130591	Alaria esculenta	2889
NC_058771.1	2127875886	Alaria crassifolia	130514	Alaria crassifolia	98220
NC_058772.1	2127876028	Alaria praelonga	130514	Alaria praelonga	88159
NC_058780.1	2127876750	Pseudo-nitzschia delicatissima	122441	Pseudo-nitzschia delicatissima	44447
NC_058781.1	2127876878	Pseudo-nitzschia micropora	123713	Pseudo-nitzschia micropora	186175
NC_058782.1	2127877007	Pseudo-nitzschia americana	116546	Pseudo-nitzschia americana	44446
NC_058783.1	2127877134	Pseudo-nitzschia pungens	124309	Pseudo-nitzschia pungens	37318
NC_058784.1	2127877266	Pseudo-nitzschia multistriata	123405	Pseudo-nitzschia multistriata	183589
NC_058785.1	2127877394	Pseudo-nitzschia cuspidata	123664	Pseudo-nitzschia cuspidata	237455
NC_058786.1	2127877523	Pseudo-nitzschia simulans	133064	Pseudo-nitzschia simulans	2023136
NC_058875.1	2127884309	Thalassiosira profunda	129257	Thalassiosira profunda	376140
NC_058876.1	2127884451	Thalassiosira rotula	129180	Thalassiosira rotula	49265
NC_058877.1	2127884593	Thalassiosira nordenskioeldii	128737	Thalassiosira nordenskioeldii	83372
NC_058878.1	2127884735	Thalassiosira tenera	138532	Thalassiosira tenera	291031
NC_059929.1	2172620591	Coscinodiscus wailesii	122056	Coscinodiscus wailesii	671091
NC_059930.1	2172620731	Coscinodiscus granii	123615	Coscinodiscus granii	265552
NC_060857.1	2192939962	Thalassionema bacillare	124165	Thalassionema bacillare	426664
NC_060858.1	2192940090	Thalassionema frauenfeldii	140121	Thalassionema frauenfeldii	186022
NC_060859.1	2192940221	Thalassionema nitzschioides	131583	Thalassionema nitzschioides	33649
NC_061046.1	2199203432	Nitzschia ovalis 	140703	Nitzschia ovalis	908985
NC_061047.1	2199203581	Nitzschia traheaformis 	166822	Nitzschia traheaformis	1881117
NC_061048.1	2199203738	Psammodictyon constrictum 	186015	Psammodictyon constrictum	515483
NC_061049.1	2199203925	Bacillaria paxillifer	119449	Bacillaria paxillifer	3003
NC_061768.1	2214678991	Silvetia siliquosa	124991	Silvetia siliquosa	93837
NC_062300.1	2222300041	Porphyridium aerugineum	201607	Porphyridium aerugineum	2792
NC_062301.1	2222300232	Rhodella violacea	903688	Rhodella violacea	2801
NC_062379.1	2222323044	Chroothece richteriana	207333	Chroothece richteriana	101928
NC_062380.1	2222303409	Tsunamia transpacifica	207429	Tsunamia transpacifica	1935457
NC_062381.1	2222323241	Chroodactylon ornatum	207095	Chroodactylon ornatum	139907
NC_062382.1	2222303605	Goniotrichopsis reniformis	240595	Goniotrichopsis reniformis	468933
NC_062383.1	2222303805	Rhodospora sordida	208685	Rhodospora sordida	362230
NC_062384.1	2222304002	Stylonema alsidii	204775	Stylonema alsidii	35155
NC_062385.1	2222304201	Madagascaria erythrocladioides	216426	Madagascaria erythrocladioides	753684
NC_062386.1	2222304398	Pseudoerythrocladia kornmannii	216464	Pseudoerythrocladia kornmannii	753682
NC_062387.1	2222304592	Pulvinaster venetus	224653	Pulvinaster venetus	427767
NC_062388.1	2222304792	Dixoniella grisea	516819	Dixoniella grisea	35153
NC_062389.1	2222304965	Sahlingia subintegra	211447	Sahlingia subintegra	468936
NC_062390.1	2222323438	Timspurckia oligopyrenoides	291973	Timspurckia oligopyrenoides	708627
NC_062391.1	2222305162	Erythrolobus coxiae	297871	Erythrolobus coxiae	362235
NC_062392.1	2222305355	Bangia atropurpurea	194293	Bangia atropurpurea	31347
NC_062393.1	2222305564	Rhodaphanes brevistipitata	227519	Rhodaphanes brevistipitata	446136
NC_062394.1	2222305766	Glaucosphaera vacuolata	475182	Glaucosphaera vacuolata	38265
NC_063631.1	2248504590	Chaetoceros gelidus	117569	Chaetoceros gelidus	1497510
NC_063632.1	2248504644	Pterothamnion plumula	175683	Pterothamnion plumula	173462
NC_063782.1	2248512167	Gephyrocapsa oceanica	107088	Gephyrocapsa oceanica	38817
NC_063783.1	2248512278	Gephyrocapsa muellerae	107034	Gephyrocapsa muellerae	1663125
NC_063784.1	2248512389	Gephyrocapsa ericsonii	105307	Gephyrocapsa ericsonii	1856766
NC_063785.1	2248512500	Gephyrocapsa parvula	105309	Gephyrocapsa parvula	1856765
NC_064337.1	2258688397	Sargassum siliquastrum	124529	Sargassum siliquastrum	127572
NC_064730.1	2273785247	Sargassum polycystum	124493	Sargassum polycystum	127578
NC_064732.1	2273785425	Sargassum plagiophyllum	124536	Sargassum plagiophyllum	1436148
NC_065317.1	2281553925	Gonyostomum semen	122284	Gonyostomum semen	375454
NC_065318.1	2281554083	Merotricha bacillata	123907	Merotricha bacillata	658122
NC_065319.1	2281554244	Vacuolaria virescens	137965	Vacuolaria virescens	44451
NC_065320.1	2281554410	Chattonella marina	138736	Chattonella marina	90936
NC_065321.1	2281554583	Haramonas pauciplastida	177770	Haramonas pauciplastida	478668
NC_065322.1	2281554781	Fibrocapsa japonica	248913	Fibrocapsa japonica	94617
NC_065334.1	2281555769	Macrocystis pyrifera	130201	Macrocystis pyrifera	35122
NC_065388.1	2281559540	Nitzschia dubiiformis 	179935	Nitzschia dubiiformis	515482
NC_065488.1	2284060541	Vischeria punctata	126425	Vischeria punctata	643629
NC_066049.1	2301267678	Synarthrophyton patena	181685	Synarthrophyton patena	48972
NC_066050.1	2301267877	Sargassum confusum	124368	Sargassum confusum	74091
NC_066074.1	2301268781	Haslea avium	137691	Navicula avium	2018708
NC_066075.1	2301268953	Navicula arenaria	147331	Navicula arenaria	355634
NC_066076.1	2301280769	Haslea tsukamotoi	136784	Navicula tsukamotoi	2018706
NC_066077.1	2301269116	Pleurosigma intermedium	174382	Pleurosigma intermedium	197753
NC_066178.1	2301275870	Chlorobotrys sp.	126383	Chlorobotrys sp.	2859677
NC_066180.1	2301276154	Neustupella aerophytica	125957	Neustupella aerophytica	2962111
NC_066181.1	2301276298	Lietzensia polymorpha	120721	Lietzensia polymorpha	2962110
NC_066452.1	2307923081	Hypnea cervicornis	176446	Hypnea cervicornis	387623
NC_066457.1	2307923332	Sargassum fulvellum	124277	Sargassum fulvellum	3016
NC_066458.1	2307923472	Sargassum macrocarpum	124517	Sargassum macrocarpum	74092
NC_066459.1	2307923612	Sargassum serratifolium	124514	Sargassum serratifolium	127450
NC_066971.1	2314983126	Grateloupia turuturu	188575	Grateloupia turuturu	118375
NC_066976.1	2314983520	Eutreptiella eupharyngea	105379	Eutreptiella eupharyngea	215702
NC_067581.1	2328348073	Haslea pseudostrearia	135959	Haslea pseudostrearia	197756
NC_067582.1	2328348214	Haslea provincialis	118665	Haslea provincialis	1764367
NC_067583.1	2328348346	Haslea karadagensis	121340	Haslea karadagensis	1146996
NC_067848.1	2328365172	Gomphonema parvulum	121035	Gomphonema parvulum	97227
NC_067951.1	2328368395	Helicotheca tamesis	123522	Helicotheca tamesis	374047
NC_067952.1	2328368533	Ditylum brightwellii	122659	Ditylum brightwellii	49249
NC_067953.1	2328368672	Lithodesmioides polymorpha	123632	Lithodesmioides polymorpha	1003075
NC_067954.1	2328368811	Hemiaulus sinensis	124314	Hemiaulus sinensis	1003062
NC_067955.1	2328368948	Odontella regia	119486	Trieres regia	1335017
NC_067956.1	2328369080	Minidiscus spinulatus 	137682	Minidiscus spinulatus	2593073
NC_067957.1	2328369222	Tenuicylindrus belgicus	122085	Tenuicylindrus belgicus	1398096
NC_069042.1	2414555156	Cryptomonas pyrenoidifera	129522	Cryptomonas pyrenoidifera	233184
NC_069609.1	2429802910	Stephanopyxis turris 	135791	Stephanopyxis turris	515487
NC_069610.1	2429803054	Paralia sulcata 	132157	Paralia sulcata	216927
NC_069611.1	2429803190	Guinardia delicatula	123772	Guinardia delicatula	1244696
NC_069636.1	2429804553	Chrysotila carterae	108900	Chrysotila carterae	13221
NC_070142.1	2431517766	Rhodomelopsis africana	168020	Rhodomelopsis africana	1917047
NC_070143.1	2431517961	Deltalsia parasitica	167990	Deltalsia parasitica	1424640
NC_070144.1	2431518157	Pterosiphonia complanata	167972	Pterosiphonia complanata	884089
NC_070145.1	2431518350	Amplisiphonia pacifica	167793	Amplisiphonia pacifica	1563190
NC_070146.1	2431518544	Xiphosiphonia pinnulata	168757	Xiphosiphonia pinnulata	2305477
NC_070147.1	2431518740	Tayloriella tenebrosa	168123	Tayloriella tenebrosa	1917049
NC_070148.1	2431518935	Symphyocladia marchantioides	169917	Symphyocladia marchantioides	88360
NC_070408.1	2431533520	Ecklonia radiata	130955	Ecklonia radiata	309355
NC_071183.1	2440030975	Saccharina longissima	130569	Saccharina longissima	416841
NC_071859.1	2452629968	Colacium mucronatum	147974	Colacium mucronatum	167756
NC_071860.1	2452630029	Euglena agilis	107929	Euglena agilis	96764
NC_071861.1	2452630092	Euglena deses	83748	Euglena deses	66845
NC_071862.1	2452630154	Euglena undulata	92487	Euglena undulata	1685799
NC_071863.1	2452630213	Flexiglena variabilis	105412	Flexiglena variabilis	2743688
NC_071864.1	2452630277	Phacus arnoldii	84299	Phacus arnoldii	298292
NC_071865.1	2452630341	Strombomonas costata	185621	Strombomonas costata	161230
NC_072236.1	2459373663	Galdieria phlegrea	168452	Galdieria phlegrea	1389228
NC_072616.1	2468681466	Hypnea brasiliensis	151109	Hypnea brasiliensis	1866962
NC_072617.1	2468681668	Hypnea spinella	171565	Hypnea spinella	105608
NC_072618.1	2468681891	Hypnea edeniana	122259	Hypnea edeniana	1524265
NC_072630.1	2468683651	Stephanodiscus niagarae	129702	Stephanodiscus niagarae	29208
NC_072969.1	2473932492	Phaeocystis rex	110250	Phaeocystis rex	1631189
NC_079641.1	2519761033	Lophurella caespitosa	167946	Lophurella caespitosa	2666335
NC_079642.1	2519761232	Lophurella hookeriana	168141	Lophurella hookeriana	2509022
NC_079643.1	2519761431	Lophurella mutabilis	168279	Lophurella mutabilis	2666336
NC_079644.1	2519761630	Aphanocladia stichidiosa	168119	Lophurella stichidiosa	2008659
NC_079645.1	2519761829	Aphanocladia delicatula	167899	Aphanocladia delicatula	3041656
NC_079646.1	2519762028	Echinothamnion hookeri	168059	Echinothamnion hookeri	2008680
NC_079647.1	2519762227	Echinothamnion hystrix	168117	Echinothamnion hystrix	1917029
NC_079820.1	2519774198	Saccharina japonica x Saccharina latissima	130568	Saccharina japonica x Saccharina latissima	1041932
NC_079843.1	2519776073	Ceramium boydenii	171790	Campylaephora boydenii	202204
NC_080230.1	2524642766	Nemalion vermiculare	182806	Nemalion vermiculare	935621
OK323194.1	2132860352	Sargassum kjellmanianum	124385	Sargassum kjellmanianum	2886216
OK729588.1	2310599052	Navicula tsukamotoi	147531	Navicula tsukamotoi	2018706
OL855994.1	2316017646	Odontella aurita var. minima	120292	Ralfsiella minima	1334967
OM827248.1	2392241427	Actinocyclus sp.	120465	Actinocyclus sp. (in: diatoms)	1923973
ON390793.1	2396590600	Amicula sp.	179134	Amicula sp. isolate GU52X-4 cfCalB7	3003489
OP616811.1	2444164375	Sciadococcus taiwanensis	208244	Sciadococcus taiwanensis	3028030
OP616812.1	2444164599	Gronococcus sybilensis	192265	Gronococcus sybilensis	3028029
OP616814.1	2444165001	Galdieria yellowstonensis	166213	Galdieria yellowstonensis	3028027
OP616817.1	2444165523	Cyanidium sp.	169863	Cyanidium sp. THAL103	3027999
OP616820.1	2444166115	Cavernulicola chilensis	197882	Cavernulicola chilensis	3028028
OQ612619.1	2483491637	Cryptomonas gyropyrenoidosa	128773	Cryptomonas gyropyrenoidosa	233257
OQ694379.1	2497507580	Fragilaria capucina var. mesolepta	118802	Fragilaria capucina var. mesolepta	1043707
OQ694380.1	2497507710	Ulnaria ulna	116024	Ulnaria ulna	426669
OQ731394.1	2491979782	Echinothamnion sp.	167824	Echinothamnion sp.	2509025
OQ731399.1	2491980831	Lophurella sp.	167005	Lophurella pseudocorticata	3041655
NC_002186.1	11466344	Mesostigma viride	118360	Mesostigma viride	41882
NC_004115.1	22711893	Chaetosphaeridium globosum	131183	Chaetosphaeridium globosum	96477
NC_004823.1	31442363	Eimeria tenella	34750	Eimeria tenella	5802
NC_008097.1	108773196	Chara vulgaris	184933	Chara vulgaris	55564
NC_008116.1	108796771	Staurastrum punctulatum	157089	Staurastrum punctulatum	102822
NC_008117.1	108796667	Zygnema circumcarinatum	165372	Zygnema circumcarinatum	35869
NC_008822.1	124112035	Chlorokybus atmophyticus	152254	Chlorokybus atmophyticus	3144
NC_022667.1	556927030	Leucocytozoon caulleryi	34779	Leucocytozoon caulleryi	211597
NC_023293.1	571137012	Plasmodium chabaudi chabaudi	29623	Plasmodium chabaudi chabaudi	31271
NC_024167.1	649131863	Klebsormidium flaccidum	176832	Klebsormidium flaccidum	3175
NC_024168.1	649131998	Roya anglica	138275	Roya anglica	43943
NC_024169.1	649132233	Mesotaenium endlicherianum	142017	Mesotaenium endlicherianum	184485
NC_024817.1	685508351	Prasinoderma coloniale	77750	Prasinoderma coloniale	156133
NC_025542.1	725651237	Interfilum terricola	187843	Interfilum terricola	163310
NC_028632.1	959148451	Cyclospora cayetanensis	34155	Cyclospora cayetanensis	88456
NC_030220.1	1031917306	Verdigellas peltata	79444	Verdigellas peltata	542676
NC_030313.1	1037243194	Entransia fimbriata	206025	Entransia fimbriata	130991
NC_030314.1	1037243314	Closterium baillyanum	201341	Closterium baillyanum	1416941
NC_030315.1	1037243410	Roya obtusa	138272	Roya obtusa	104537
NC_030355.1	1037242228	Spirogyra maxima	129954	Spirogyra maxima	3180
NC_030356.1	1037242320	Netrium digitus	131804	Netrium digitus	43946
NC_030357.1	1037242415	Cosmarium botrytis	207850	Cosmarium botrytis	33101
NC_030358.1	1037242505	Coleochaete scutata	107236	Coleochaete scutata	3125
NC_030359.1	1037242588	Cylindrocystis brebissonii	136938	Cylindrocystis brebissonii	102167
NC_031401.1	1079495358	Plasmodium malariae	34324	Plasmodium malariae	5858
NC_031963.1	1104175071	Plasmodium gallinaceum	29456	Plasmodium gallinaceum	5849
NC_031964.1	1104175103	Plasmodium relictum	29365	Plasmodium relictum	85471
NC_033387.1	1133409852	Palmophyllum crassum	79397	Palmophyllum crassum	1615899
NC_040295.1	1567481637	Eustigmatophyceae sp. Bat 8/9-7w	120042	Eustigmatophyceae sp. Bat 8/9-7w	2506144
NC_040297.1	1567481963	Eustigmatophyceae sp. Mont 10/10-1w	117466	Eustigmatophyceae sp. Mont 10/10-1w	2506145
NC_040298.1	1567482115	Eustigmatophyceae sp. Ndem 8/9T-3m6.8	120715	Eustigmatophyceae sp. Ndem 8/9T-3m6.8	2506146
NC_051845.1	1939514227	Plasmodium knowlesi strain H	30638	Plasmodium knowlesi strain H	5851
NC_063633.1	2248504700	Cosmarium blyttii	177876	Cosmarium blyttii	328281
NC_063634.1	2248504772	Cosmarium ochthodes	184257	Cosmarium ochthodes	485946
NC_066179.1	2301276014	Eustigmatophyceae sp. WTwin 8/9 T-6m6.8	119531	Eustigmatophyceae sp. WTwin 8/9 T-6m6.8	2974615
NC_081592.1	2571511609	Hypnea nidifica	173169	Hypnea nidifica	673448
NC_081593.1	2571511810	Hypnea nidulans	173835	Hypnea nidulans	673449
NC_081594.1	2571512011	Hypnea flava	174543	Hypnea flava	1524266
NC_081595.1	2571512211	Hypnea pseudomusciformis	173626	Hypnea pseudomusciformis	1545697
NC_081596.1	2571512411	Hypnea cornuta	173251	Hypnea cornuta	105603
NC_081597.1	2571512610	Hypnea cryptica	173464	Hypnea cryptica	2546159
NC_081598.1	2571512809	Hypnea wynnei	175748	Hypnea wynnei	1867777
NC_081599.1	2571513010	Hypnea musciformis	173580	Hypnea musciformis	31429
NC_081600.1	2571513211	Caulacanthus ustulatus	173754	Caulacanthus ustulatus	31411
NC_081601.1	2571513411	Catenella fusiformis	177036	Catenella fusiformis	3024791
NC_081925.1	2577854943	Colpomenia sinuosa	135967	Colpomenia sinuosa	87236
NC_081972.1	2577858197	Pyropia dentata	196617	Pyropia dentata	76160
NC_081973.1	2577858413	Pyropia seriata	192614	Pyropia seriata	79731
NC_082037.1	2577863745	Ochrosphaera neapolitana	116906	Ochrosphaera neapolitana	35137
NC_082067.1	2577866156	Hormidiella parvula	143219	Hormidiella parvula	2058785
NC_082068.1	2577866279	Interfilum massjukiae	169147	Interfilum massjukiae	519236
NC_082069.1	2577866400	Klebsormidium crenulatum	211508	Klebsormidium crenulatum	424406
NC_082070.1	2577866527	Klebsormidium dissectum	189440	Klebsormidium dissectum	329816
NC_082071.1	2577866659	Klebsormidium elegans	194140	Klebsormidium elegans	424407
NC_082072.1	2577866790	Klebsormidium mucosum	203147	Klebsormidium mucosum	442831
NC_082073.1	2577866924	Klebsormidium nitens	178271	Klebsormidium nitens	105231
NC_082074.1	2577867059	Klebsormidium subtilissimum	193751	Klebsormidium subtilissimum	184584
NC_082075.1	2577867190	Nitella hyalina	252075	Nitella hyalina	181804
NC_082076.1	2577867298	Streptofilum capillatum	127841	Streptofilum capillatum	2058781
NC_082077.1	2577867413	Streptosarcina arenaria	166784	Streptosarcina arenaria	2058782
