AN	GI	Species	Genome_length	ncbi_name	ncbi_taxid
NC_040854.1	1573131729	Saccharina sp.	37657	Saccharina sp.	2044565
NC_040955.1	1583105587	Paravannella minima	53464	Paravannella minima	1443144
NC_040985.1	1583106929	Gelidium coulteri	24963	Gelidium coulteri	28849
NC_041490.1	1610622680	Guillardia theta	35013	Guillardia theta	55529
NC_041635.1	1610634427	Corallina ferreyrae	25953	Corallina ferreyrae	2547422
NC_042395.1	1678640958	Nereocystis luetkeana	37399	Nereocystis luetkeana	117523
NC_042478.1	1678645098	Pseudoperonospora humuli	39087	Pseudoperonospora humuli	162120
NC_042669.1	1693285683	Macrocystis integrifolia	37366	Macrocystis integrifolia	169774
NC_042900.1	1693300883	Corallina chilensis	25895	Corallina chilensis	2582857
NC_043845.1	1707510732	Dictyopteris divaricata	32021	Dictyopteris divaricata	156996
NC_044181.1	1714235430	Lessonia spicata	37097	Lessonia spicata	1899210
NC_044414.1	1735235174	Gloiopeltis furcata	25636	Gloiopeltis furcata	42017
NC_044466.1	1735236816	Hepatozoon catesbianae	6394	Hepatozoon catesbianae	75742
NC_044492.1	1735238366	Haslea nusantara	36288	Haslea nusantara	2600302
NC_044635.1	1747250237	Cafileria marina	42797	Cafileria marina	2557541
NC_045089.1	1770692515	Phytophthora sansomeana	39618	Phytophthora sansomeana	555429
NC_045922.1	1812102600	Plasmopara viticola	42644	Plasmopara viticola	143451
NC_046496.1	1824664665	Palmaria decipiens	26645	Palmaria decipiens	187399
NC_047435.1	1834977677	Caulacanthus okamurae	25995	Caulacanthus okamurae	152008
NC_050651.1	1915404858	Sargassum siliquastrum	34765	Sargassum siliquastrum	127572
NC_051456.1	1935444835	Osmundea sinicola	25021	Osmundea sinicola	290685
NC_051882.1	1942099244	Cyanidiococcus yangmingshanensis	32424	Cyanidiococcus yangmingshanensis	2690220
NC_052712.1	1980524013	Gelidiella acerosa	25281	Gelidiella acerosa	28867
NC_052713.1	1980524037	Gelidiella fanii	25263	Gelidiella fanii	485435
NC_052714.1	1980524061	Gelidiella flabella	24948	Gelidiella flabella	2026927
NC_052831.1	1980529192	Sargassum patens	34844	Sargassum patens	127551
NC_053319.1	1999190274	Cyanidium chilense	33039	Cavernulicola chilensis	3028028
NC_053320.1	1999190310	Cyanidium caldarium	34207	Cyanidium caldarium	2771
NC_053772.1	2018122278	Sarcopeltis skottsbergii	25908	Sarcopeltis skottsbergii	2765380
NC_053869.1	2018127732	Schizocladia ischiensis	41628	Schizocladia ischiensis	196139
NC_053925.1	2018130983	Theileria lestoquardi	5811	Theileria lestoquardi	77054
NC_053926.1	2018130987	Theileria taurotragi	5800	Theileria taurotragi	27993
NC_054207.1	2026152779	Cyanophora biloba	39216	Cyanophora biloba	1489483
NC_054208.1	2026152819	Cyanophora sudae	43295	Cyanophora sudae	1522369
NC_054334.1	2026158947	Eucampia zodiacus	36162	Eucampia zodiacus	444606
NC_054363.1	2026161094	Pleurostomum flabellatum	57829	Pleurostomum flabellatum	405751
NC_054369.1	2026161374	Strombidium cf. sulcatum	54912	Strombidium cf. sulcatum	2793073
NC_054370.1	2026161419	Halteria grandinella	50085	Halteria grandinella	5974
NC_056101.1	2055401904	Euplotes vanleeuwenhoeki	41682	Euplotes vanleeuwenhoeki	2794224
NC_056119.1	2055402717	Phytophthora agathidicida	36826	Phytophthora agathidicida	1642459
NC_056120.1	2055402757	Phytophthora castaneae	37083	Phytophthora castaneae	1642465
NC_056121.1	2055402797	Phytophthora cocois	37078	Phytophthora cocois	1642464
NC_056122.1	2055402837	Phytophthora heveae	37150	Phytophthora heveae	129351
NC_056123.1	2055402877	Phytophthora captiosa	44662	Phytophthora captiosa	360400
NC_056124.1	2055402917	Phytophthora fallax	43681	Phytophthora fallax	360399
NC_056125.1	2055402957	Phytophthora palmivora	40799	Phytophthora palmivora	4796
NC_056140.1	2055403694	Laminaria solidungula	37862	Laminaria solidungula	309363
NC_056161.1	2055404604	Pseudo-nitzschia cuspidata	37203	Pseudo-nitzschia cuspidata	237455
NC_056171.1	2055405117	Pseudo-nitzschia micropora	38792	Pseudo-nitzschia micropora	186175
NC_056271.1	2055412261	Diacronema viridis	29282	Diacronema viridis	2793420
NC_056287.1	2055412876	Lessonia flavicans	37226	Lessonia flavicans	169771
NC_056364.1	2055416875	Thalassiosira profunda	40470	Thalassiosira profunda	376140
NC_056788.1	2088232410	Nitzschia supralitorea	49250	Nitzschia supralitorea	303403
NC_056789.1	2088232451	Fistulifera saprophila	38896	Fistulifera saprophila	880757
NC_056792.1	2088232767	Tryblionella apiculata	39061	Tryblionella apiculata	1003145
NC_056793.1	2088232805	Navicula veneta	38897	Navicula veneta	138539
NC_056903.1	2088237800	Lithodesmium undulatum	37057	Lithodesmium undulatum	59812
NC_057054.1	2088244865	Pseudo-nitzschia pungens	40380	Pseudo-nitzschia pungens	37318
NC_057078.1	2088246177	Coscinodiscus wailesii	36071	Coscinodiscus wailesii	671091
NC_057079.1	2088246216	Thuricola similis	38802	Thuricola similis	2784598
NC_057168.1	2088251699	Pelagomonas calceolata	39376	Pelagomonas calceolata	35677
NC_057169.1	2088251737	Aureoumbra lagunensis	55968	Aureoumbra lagunensis	44058
NC_057230.1	2088255502	Laminaria rodriguezii	38047	Laminaria rodriguezii	1740620
NC_057471.1	2091526160	Thalassiosira nordenskioeldii	47038	Thalassiosira nordenskioeldii	83372
NC_057487.1	2091526678	Polyopes lancifolius	26142	Polyopes lancifolius	194517
NC_057511.1	2091528011	Imasa heleensis	37512	Imasa heleensis	2772037
NC_058286.1	2120474459	Paramecium gigas	25726	Paramecium gigas	2709424
NC_058602.1	2127861452	Eimeria chapmani	6247	Eimeria chapmani	2827261
NC_058603.1	2127861456	Eimeria kofoidi	6299	Eimeria kofoidi	2580421
NC_058604.1	2127861460	Eimeria legionensis	6253	Eimeria legionensis	2827260
NC_058671.1	2127868446	Gracilaria baiana	25735	Gracilaria baiana	2873517
NC_058672.1	2127868472	Crassiphycus birdiae	25950	Crassiphycus birdiae	2782747
NC_058674.1	2127868524	Gracilaria cearensis	25454	Gracilaria cearensis	1574224
NC_058675.1	2127868550	Gracilaria cervicornis	25714	Gracilaria cervicornis	172960
NC_058676.1	2127868576	Crassiphycus corneus	25683	Gracilaria cornea	356490
NC_058677.1	2127868602	Crassiphycus crassissimus	25409	Crassiphycus crassissimus	2783451
NC_058678.1	2127868628	Gracilaria domingensis	25838	Gracilaria domingensis	172961
NC_058680.1	2127868680	Gracilaria isabellana	25674	Gracilaria isabellana	1183060
NC_058681.1	2127868706	Gracilaria multipartita	25662	Gracilaria multipartita	172945
NC_058682.1	2127868732	Gracilaria ornata	25775	Gracilaria ornata	172946
NC_058683.1	2127868758	Gracilaria tikvahiae	25761	Gracilaria tikvahiae	2779
NC_058684.1	2127868784	Hydropuntia urvillei	27091	Gracilaria urvillei	172974
NC_058685.1	2127868810	Gracilaria usneoides	25531	Gracilaria usneoides	172951
NC_058686.1	2127868836	Gracilariopsis tenuifrons	27466	Gracilariopsis tenuifrons	31472
NC_058738.1	2127873162	Ahnfeltia fastigiata	33492	Ahnfeltia fastigiata	31363
NC_058763.1	2127875265	Alaria crispa	38854	Alaria crispa	441892
NC_058764.1	2127875304	Alaria marginata	39389	Alaria marginata	98221
NC_058765.1	2127875343	Alaria esculenta	38745	Alaria esculenta	2889
NC_058766.1	2127875382	Alaria crassifolia	38444	Alaria crassifolia	98220
NC_058767.1	2127875421	Alaria praelonga	38368	Alaria praelonga	88159
NC_058789.1	2127877836	Skeletonema grevillei	36336	Skeletonema grevillei	371681
NC_058790.1	2127877873	Skeletonema pseudocostatum	36199	Skeletonema pseudocostatum	41457
NC_058791.1	2127877910	Skeletonema subsalsum	40675	Skeletonema subsalsum	216763
NC_058792.1	2127877950	Skeletonema potamos	40676	Skeletonema potamos	1429247
NC_058793.1	2127877990	Skeletonema tropicum	37543	Skeletonema tropicum	267982
NC_058856.1	2127883069	Klossia razorbacki	6775	Klossia razorbacki	2711278
NC_058857.1	2127883073	Klossia helicina	6728	Klossia helicina	1072566
NC_059071.1	2127897050	Polymyxa betae	33862	Polymyxa betae	41456
NC_059693.1	2172608622	Phaeocystis globosa	43585	Phaeocystis globosa	33658
NC_059753.1	2172612263	Pleurosigma inscriptura	38013	Pleurosigma inscriptura	2819025
NC_059919.1	2172620428	Rhizosolenia setigera	34792	Sundstroemia setigera	3005
NC_059933.1	2172620898	Minutocellus polymorphus	43894	Minutocellus polymorphus	265543
NC_060304.1	2192941158	Pseudo-nitzschia delicatissima	42182	Pseudo-nitzschia delicatissima	44447
NC_060315.1	2192941198	Coscinodiscus granii	34970	Coscinodiscus granii	265552
NC_060383.1	2192941233	Thalassiosira rotula	51728	Thalassiosira rotula	49265
NC_061754.1	2214678014	Batrachospermum sp.	27268	Batrachospermum sp.	31373
NC_062395.1	2222305946	Glaucosphaera vacuolata	28895	Glaucosphaera vacuolata	38265
NC_062396.1	2222305964	Madagascaria erythrocladioides	75204	Madagascaria erythrocladioides	753684
NC_062398.1	2222305985	Bangia atropurpurea	35668	Bangia atropurpurea	31347
NC_062399.1	2222306011	Pulvinaster venetus	100252	Pulvinaster venetus	427767
NC_062401.1	2222306051	Erythrolobus coxiae	102701	Erythrolobus coxiae	362235
NC_062402.1	2222306075	Pseudoerythrocladia kornmannii	49042	Pseudoerythrocladia kornmannii	753682
NC_062403.1	2222306096	Sahlingia subintegra	52388	Sahlingia subintegra	468936
NC_063107.1	2235262010	Myagropsis myagroides	34845	Myagropsis myagroides	74101
NC_063455.1	2248495790	Helicotheca tamesis	39983	Helicotheca tamesis	374047
NC_063456.1	2248495830	Nitzschia dissipata	38452	Nitzschia dissipata	303402
NC_063457.1	2248495872	Haslea tsukamotoi	50972	Navicula tsukamotoi	2018706
NC_063458.1	2248495916	Hemiaulus sinensis	36766	Hemiaulus sinensis	1003062
NC_063522.1	2248499840	Sargassum kjellmanianum	34723	Sargassum kjellmanianum	2886216
NC_063707.1	2248508979	Sargassum nigrifolium	34787	Sargassum nigrifolium	127575
NC_063789.1	2248512796	Hyaloperonospora arabidopsidis	38797	Hyaloperonospora arabidopsidis	272952
NC_063790.1	2248512836	Peronospora belbahrii	40063	Peronospora belbahrii	622444
NC_063791.1	2248512876	Phytophthora cactorum	38068	Phytophthora cactorum	29920
NC_063792.1	2248512916	Phytophthora litchii	37950	Phytophthora litchii	100870
NC_063793.1	2248512956	Phytophthora tropicalis	37047	Phytophthora tropicalis	137729
NC_063795.1	2248513036	Phytophthora colocasiae	41297	Phytophthora colocasiae	129350
NC_063796.1	2248513076	Phytophthora cryptogea	38163	Phytophthora cryptogea	4786
NC_063797.1	2248513116	Phytophthora fragariae	44706	Phytophthora fragariae	53985
NC_063798.1	2248513156	Phytophthora kernoviae	37467	Phytophthora kernoviae	325452
NC_063799.1	2248513196	Phytophthora lateralis	38507	Phytophthora lateralis	129355
NC_063800.1	2248513236	Phytophthora multivora	38032	Phytophthora multivora	596104
NC_063801.1	2248513276	Phytophthora pinifolia	43061	Phytophthora pinifolia	538568
NC_063802.1	2248513320	Phytophthora pluvialis	39325	Phytophthora pluvialis	1330343
NC_063803.1	2248513360	Phytophthora taxon totara	38130	Phytophthora podocarpi	1690101
NC_063804.1	2248513400	Phytophthora capsici	38427	Phytophthora capsici	4784
NC_063805.1	2248513440	Plasmopara halstedii	38944	Plasmopara halstedii	4781
NC_063806.1	2248513480	Phytophthora quercina	38471	Phytophthora quercina	78236
NC_063807.1	2248513520	Phytophthora rubi	45523	Phytophthora rubi	129364
NC_063808.1	2248513561	Phytophthora tubulina	38065	Phytophthora tubulina	1985166
NC_063809.1	2248513601	Phytophthora versiformis	38011	Phytophthora versiformis	1833877
NC_063810.1	2248513641	Phytophthora megakarya	39277	Phytophthora megakarya	4795
NC_063811.1	2248513681	Phytophthora plurivora	38082	Phytophthora plurivora	639000
NC_063812.1	2248513721	Phytophthora aleatoria	38936	Phytophthora aleatoria	2496075
NC_063813.1	2248513761	Phytophthora x alni	45343	Phytophthora x alni	299392
NC_063814.1	2248513802	Phytophthora cambivora	51184	Phytophthora x cambivora	53983
NC_063815.1	2248513842	Phytopythium vexans	61242	Phytopythium vexans	907947
NC_063816.1	2248513908	Polyopes affinis	25988	Polyopes affinis	194519
NC_063817.1	2248513934	Grateloupia elliptica	28503	Grateloupia elliptica	118371
NC_063976.1	2248520813	Sargassum graminifolium	34897	Sargassum graminifolium	2855562
NC_063977.1	2248520851	Sargassum ilicifolium var. conduplicatum	34846	Sargassum ilicifolium var. conduplicatum	246893
NC_063978.1	2248520889	Sargassum phyllocystum	34905	Sargassum phyllocystum	1219119
NC_063979.1	2248520927	Sargassum feldmannii	34774	Sargassum feldmannii	2855561
NC_063980.1	2248520965	Sargassum mcclurei	34901	Sargassum mcclurei	127576
NC_063981.1	2248521003	Sargassum henslowianum	34923	Sargassum henslowianum	703908
NC_064340.1	2258688563	Tetrahymena rostrata	47310	Tetrahymena rostrata	5909
NC_064729.1	2273785211	Sargassum polycystum	34825	Sargassum polycystum	127578
NC_064731.1	2273785387	Sargassum plagiophyllum	34862	Sargassum plagiophyllum	1436148
NC_065335.1	2281555921	Macrocystis pyrifera	37326	Macrocystis pyrifera	35122
NC_065382.1	2281559021	Isospora picoflavae	6236	Isospora picoflavae	2812799
NC_066451.1	2307923056	Hypnea cervicornis	25060	Hypnea cervicornis	387623
NC_066460.1	2307923752	Sargassum confusum	34719	Sargassum confusum	74091
NC_066461.1	2307923790	Sargassum fulvellum	34763	Sargassum fulvellum	3016
NC_066462.1	2307923828	Sargassum macrocarpum	34766	Sargassum macrocarpum	74092
NC_066463.1	2307923866	Sargassum serratifolium	34793	Sargassum serratifolium	127450
NC_067065.1	2314988622	Phytophthora botryosa	39743	Phytophthora botryosa	129348
NC_067066.1	2314988661	Phytophthora citrophthora	37510	Phytophthora citrophthora	4793
NC_067067.1	2314988701	Phytophthora hedraiandra	38349	Phytophthora hedraiandra	295481
NC_067068.1	2314988740	Phytophthora capensis	37845	Phytophthora capensis	911891
NC_067069.1	2314988779	Phytophthora asparagi	42741	Phytophthora asparagi	631358
NC_067070.1	2314988819	Phytophthora citricola	38341	Phytophthora citricola	53984
NC_067071.1	2314988859	Phytophthora humicola	37201	Phytophthora humicola	129352
NC_067072.1	2314988899	Phytophthora ilicis	38392	Phytophthora ilicis	89335
NC_067073.1	2314988938	Phytophthora clandestina	40293	Phytophthora clandestina	89334
NC_067074.1	2314988977	Phytophthora gonapodyides	44132	Phytophthora gonapodyides	78237
NC_067075.1	2314989017	Phytophthora pseudotsugae	37895	Phytophthora pseudotsugae	53987
NC_067578.1	2328347954	Haslea pseudostrearia	37867	Haslea pseudostrearia	197756
NC_067579.1	2328347993	Haslea provincialis	39521	Haslea provincialis	1764367
NC_067580.1	2328348032	Haslea karadagensis	41313	Haslea karadagensis	1146996
NC_067847.1	2328365145	Gomphonema parvulum	34639	Gomphonema parvulum	97227
NC_068226.1	2328386947	Kappaphycus malesianus	25250	Kappaphycus malesianus	1408293
NC_068742.1	2386961900	Perkinsus marinus	40900	Perkinsus marinus	31276
NC_068743.1	2386961904	Perkinsus olseni	95104	Perkinsus olseni	32597
NC_068880.1	2386970941	Cryptomonas pyrenoidifera	42220	Cryptomonas pyrenoidifera	233184
NC_070079.1	2431513843	Theileria luwenshuni	6042	Theileria luwenshuni	540482
NC_070080.1	2431513847	Theileria velifera	6125	Theileria velifera	83538
NC_070108.1	2431515601	Peronosclerospora sorghi	38497	Peronosclerospora sorghi	230839
NC_070149.1	2431519130	Xiphosiphonia pinnulata	25531	Xiphosiphonia pinnulata	2305477
NC_070150.1	2431519154	Tayloriella tenebrosa	25533	Tayloriella tenebrosa	1917049
NC_070151.1	2431519178	Symphyocladiella dendroidea	24959	Symphyocladiella dendroidea	2506487
NC_070152.1	2431519202	Symphyocladia marchantioides	25661	Symphyocladia marchantioides	88360
NC_070153.1	2431519226	Rhodomelopsis africana	26394	Rhodomelopsis africana	1917047
NC_070154.1	2431519250	Pterosiphonia complanata	26306	Pterosiphonia complanata	884089
NC_070155.1	2431519274	Periphykon beckeri	25139	Periphykon beckeri	2006982
NC_070156.1	2431519298	Melanothamnus gigas	25445	Melanothamnus gigas	3016206
NC_070157.1	2431519322	Herposiphonia versicolor	24716	Herposiphonia versicolor	2007163
NC_070158.1	2431519346	Gredgaria maugeana	25378	Gredgaria maugeana	2007213
NC_070159.1	2431519370	Dipterosiphonia australica	25142	Dipterosiphonia australica	2007208
NC_070160.1	2431519394	Dictyomenia sonderi	25804	Dictyomenia sonderi	2007178
NC_070161.1	2431519418	Deltalsia parasitica	25071	Deltalsia parasitica	1424640
NC_070162.1	2431519442	Amplisiphonia pacifica	25267	Amplisiphonia pacifica	1563190
NC_070360.1	2431531581	Cryptocaryon irritans	47586	Cryptocaryon irritans	153251
NC_070407.1	2431533481	Ecklonia radiata	37696	Ecklonia radiata	309355
NC_072596.1	2468680567	Bakuella subtropica	52184	Bakuella subtropica	1295181
NC_072619.1	2468682054	Cystoclonium purpureum f. stellatum	24260	Cystoclonium purpureum f. stellatum	3024809
NC_072620.1	2468682109	Hypnea pseudomusciformis	8652	Hypnea pseudomusciformis	1545697
NC_072906.1	2473928767	Hypnea brasiliensis	7882	Hypnea brasiliensis	1866962
NC_072907.1	2473928775	Hypnea edeniana	5150	Hypnea edeniana	1524265
NC_080359.1	2524650821	Grateloupia cornea	30595	Grateloupia cornea	176235
OK729582.1	2310598807	Navicula sp.	49330	Navicula sp.	1923966
OM471841.1	2288531442	Synarthrophyton patena	25879	Synarthrophyton patena	48972
ON035646.1	2326535463	Perkinsus chesapeaki chromosome 2	24072	Perkinsus chesapeaki	330153
ON390794.1	2396590850	Amicula sp.	177614	Amicula sp. isolate GU52X-4 cfCalB7	3003489
ON548138.1	2392227310	Haslea ostrearia	38696	Haslea ostrearia	67476
OP616827.1	2452609550	Cavernulicola chilensis	34095	Cavernulicola chilensis	3028028
OP716807.1	2497671665	Mimica arnoldii	25255	Mimica arnoldii	88407
OP748276.1	2416172294	Polysiphonia sp.	25121	Polysiphonia sp.	1967842
OQ603491.1	2483491347	Cryptomonas gyropyrenoidosa	38907	Cryptomonas gyropyrenoidosa	233257
OQ735416.1	2500404807	Phytophthora sp.	39675	Phytophthora sp. ML-2023a	3044284
OQ972988.1	2515761540	Grateloupia turuturu	28265	Grateloupia turuturu	118375
OR045827.1	2523515460	Fushitsunagia catenata	25889	Fushitsunagia catenata	1827018
NC_000894.1	11467604	Leishmania tarentolae	20992	Leishmania tarentolae	5689
NC_002235.1	11466248	Plasmodium reichenowi	5966	Plasmodium reichenowi	5854
NC_004118.1	22550330	Chaetosphaeridium globosum	56574	Chaetosphaeridium globosum	96477
NC_005255.1	38638270	Chara vulgaris	67737	Chara vulgaris	55564
NC_007233.1	71733141	Plasmodium simium	5990	Plasmodium simium	5859
NC_007243.1	266630826	Plasmodium vivax Sal-1	5990	Plasmodium vivax Sal-1	126793
NC_008240.1	110225676	Mesostigma viride	42424	Mesostigma viride	41882
NC_008279.1	112001841	Plasmodium juxtanucleare	6014	Plasmodium juxtanucleare	111598
NC_008288.1	113135109	Plasmodium gallinaceum	6003	Plasmodium gallinaceum	5849
NC_009336.1	141386022	Leucocytozoon sabrazesi	5935	Leucocytozoon sabrazesi	434249
NC_009630.1	150406455	Chlorokybus atmophyticus	201763	Chlorokybus atmophyticus	3144
NC_009960.2	172034818	Plasmodium mexicanum	5991	Plasmodium mexicanum	27989
NC_009961.2	172034819	Plasmodium floridense	6002	Plasmodium floridense	31275
NC_011212.1	200004018	Blastocystis sp. DMP/02-328	27719	Blastocystis sp. DMP/02-328	463136
NC_012369.1	226433047	Plasmodium fragile	5977	Plasmodium fragile	5857
NC_015303.1	327185716	Plasmodium berghei	5957	Plasmodium berghei	5821
NC_017598.1	385153400	Nitella hyalina	80193	Nitella hyalina	181804
NC_018042.1	391223962	Blastocystis sp. subtype 3	28269	Blastocystis sp. subtype 3	944168
NC_022860.1	558603931	Closterium baillyanum	152089	Closterium baillyanum	1416941
NC_022861.1	558603981	Entransia fimbriata	61645	Entransia fimbriata	130991
NC_022863.1	558604017	Roya obtusa	69465	Roya obtusa	104537
NC_027962.1	937424136	Blastocystis sp. subtype 4	27717	Blastocystis sp. subtype 4	944170
NC_028192.1	944542291	Saccharina sp. ye-B	37657	Saccharina sp. ye-B	1735275
NC_028211.1	944542653	Saccharina sp. ye-C12	37654	Saccharina sp. ye-C12	1736704
NC_034637.1	1198297773	Babesia microti strain RI	10547	Babesia microti strain RI	1133968
NC_037526.1	1381394812	Plasmodium falciparum	5967	Plasmodium falciparum	5833
NC_045180.1	1776701859	Coleochaete scutata	242024	Coleochaete scutata	3125
NC_046950.1	1829777436	Roya anglica	69371	Roya anglica	43943
NC_046951.1	1829777479	Gonatozygon brebissonii	131939	Gonatozygon brebissonii	184482
NC_072974.1	2473932836	Zygnema circumcarinatum	216190	Zygnema circumcarinatum	35869
NC_080886.1	2554484921	Paralagenidium karlingii	46638	Paralagenidium karlingii	1440115
NC_081968.1	2577858024	Pyropia dentata	26543	Pyropia dentata	76160
NC_081969.1	2577858052	Pyropia seriata	32498	Pyropia seriata	79731
NC_082174.1	2577872936	Grateloupia asiatica	35662	Grateloupia asiatica	151735
NC_082323.1	2577881875	Palisada intermedia	25346	Palisada intermedia	397057
NC_082536.1	2579698856	Nycteria heischi	6007	Nycteria heischi	1891981
NC_082537.1	2579698860	Polychromophilus murinus	5994	Polychromophilus murinus	1147704
NC_082538.1	2579698864	Haemoproteus micronuclearis	5991	Haemoproteus micronuclearis	907502
NC_082540.1	2579698887	Plasmodium homocircumflexum	6001	Plasmodium homocircumflexum	1973199
NC_082863.1	2587928818	Ancyromonas sigmoides	41889	Ancyromonas sigmoides	85707
NC_082944.1	2587931148	Haemoproteus payevskyi	5989	Haemoproteus payevskyi	379420
NC_082945.1	2587931152	Haemoproteus belopolskyi	5988	Haemoproteus belopolskyi	379405
NC_084251.1	2627910894	Pachymeniopsis lanceolata	28996	Pachymeniopsis lanceolata	151733
NC_084365.1	2627915470	Phytophthora meadii	37974	Phytophthora meadii	192975
NC_085259.1	2666678557	Hydropuntia eucheumatoides	25909	Hydropuntia eucheumatoides	172970
NC_085323.1	2666682835	Agarum clathratum	37571	Agarum clathratum	105404
NC_085324.1	2666682871	Aureophycus aleuticus	37867	Aureophycus aleuticus	461266
NC_085325.1	2666682907	Chorda asiatica	41938	Chorda asiatica	1281577
NC_085326.1	2666682945	Choristocarpus tenellus	32351	Choristocarpus tenellus	116065
NC_085327.1	2666682981	Cutleria multifida	37394	Cutleria multifida	74475
NC_085328.1	2666683017	Desmarestia aculeata	38887	Desmarestia aculeata	62298
NC_085329.1	2666683055	Dictyotopsis propagulifera	30995	Dictyotopsis propagulifera	670095
NC_085330.1	2666683091	Ecklonia cava	37608	Ecklonia cava	105407
NC_085331.1	2666683127	Egregia menziesii	37187	Egregia menziesii	105409
NC_085332.1	2666683163	Eisenia bicyclis	37539	Eisenia bicyclis	6395
NC_085333.1	2666683199	Halosiphon tomentosus	39326	Halosiphon tomentosus	64927
NC_085334.1	2666683235	Hapterophycus canaliculatus	37846	Hapterophycus canaliculatus	2567908
NC_085335.1	2666683271	Ishige okamurae	35511	Ishige okamurae	233772
NC_085336.1	2666683306	Scytothamnus australis	37778	Scytothamnus australis	66621
NC_085337.1	2666683342	Sporochnus bolleanus	36940	Sporochnus bolleanus	461143
NC_085338.1	2666683378	Microzonia abyssicola	36719	Microzonia abyssicola	217214
NC_085339.1	2666683416	Undaria peterseniana	37896	Undaria peterseniana	112507
NC_085525.1	2666692166	Lessonia nigrescens	37240	Lessonia nigrescens	209404
NC_085526.1	2666692205	Gracilaria hainanensis	25399	Gracilaria hainanensis	2871843
NC_085527.1	2666692231	Pterocladiella capillacea	24944	Pterocladiella capillacea	70838
NC_085547.1	2666692773	Antithamnionella miharai	26796	Antithamnionella miharai	536589
NC_085548.1	2666692799	Bostrychia moritziana	25508	Bostrychia moritziana	103713
NC_085549.1	2666692823	Bostrychia tenuissima	25423	Bostrychia tenuissima	196631
NC_085550.1	2666692847	Campylaephora kondoi	31430	Campylaephora kondoi	218449
NC_085551.1	2666692877	Centroceras gasparrinii	24915	Centroceras gasparrinii	371099
NC_085552.1	2666692901	Dasysiphonia japonica	25918	Dasysiphonia japonica	2506492
NC_085554.1	2666692949	Heterosiphonia pulchra	25591	Heterosiphonia pulchra	189631
NC_085555.1	2666692973	Polysiphonia morrowii	25235	Polysiphonia morrowii	173542
NC_085556.1	2666692997	Pseudoceramium inkyui	25516	Pseudoceramium inkyui	196910
NC_085557.1	2666693021	Campylaephora sungminbooi	27664	Campylaephora sungminbooi	1896769
NC_085558.1	2666693049	Pseudoceramium tenerrimum	36678	Pseudoceramium tenerrimum	196911
NC_085701.1	2666703189	Euplotes cristatus	41080	Euplotes cristatus	756077
NC_085702.1	2666703226	Euplotes vannus	41256	Euplotes vannus	5939
NC_086492.1	2692937758	Hypnea wynnei	25126	Hypnea wynnei	1867777
NC_086493.1	2692937783	Hypnea cryptica	25190	Hypnea cryptica	2546159
NC_086494.1	2692937808	Hypnea musciformis	25183	Hypnea musciformis	31429
NC_086495.1	2692937833	Hypnea flava	25085	Hypnea flava	1524266
NC_086496.1	2692937858	Hypnea spinella	25165	Hypnea spinella	105608
NC_086497.1	2692937883	Caulacanthus ustulatus	25810	Caulacanthus ustulatus	31411
NC_086498.1	2692937908	Catenella fusiformis	25174	Catenella fusiformis	3024791
NC_086499.1	2692937933	Hypnea nidulans	25110	Hypnea nidulans	673449
NC_086500.1	2692937958	Hypnea nidifica	25082	Hypnea nidifica	673448
NC_086501.1	2692937983	Hypnea marchantiae	25061	Hypnea marchantiae	3024792
NC_086502.1	2692938008	Hypnea cornuta	25129	Hypnea cornuta	105603
NC_086778.1	2692952833	Meteora sporadica	94877	Meteora sporadica	2913902
NC_086792.1	2692953391	Colpomenia sinuosa	36068	Colpomenia sinuosa	87236
NC_086887.1	2692958369	Cocconeiopsis kantsiensis	43732	Cocconeiopsis kantsiensis	3082010
NC_086897.1	2692959103	Chorda filum	41946	Chorda filum	64905
NC_087856.1	2715319415	Ecklonia maxima	37561	Ecklonia maxima	428677
NC_088457.1	2724826633	Legerella nova	6750	Legerella nova	3081637
NC_088458.1	2724826637	Eimeria tenella	6213	Eimeria tenella	5802
NC_088772.1	2732054937	Zygnema cf. cylindricum	323370	Zygnema cf. cylindricum	3142258
